name,url,country,Population,article_title,revision_id,prediction
Yun Chi-chang,https://en.wikipedia.org/wiki/Yun_Chi-chang,southkorea,51.4,Yun Chi-chang,1214785611.0,Stub
Yun Hee-suk,https://en.wikipedia.org/wiki/Yun_Hee-suk,southkorea,51.4,Yun Hee-suk,1248060366.0,B
Yun Il-seon,https://en.wikipedia.org/wiki/Yun_Il-seon,southkorea,51.4,Yun Il-seon,1221352139.0,Start
Yun So-ha,https://en.wikipedia.org/wiki/Yun_So-ha,southkorea,51.4,Yun So-ha,1214500724.0,Start
Yun Young-sun (minister),https://en.wikipedia.org/wiki/Yun_Young-sun_(minister),southkorea,51.4,Yun Young-sun (minister),1214785975.0,Stub
Anisia Achieng,https://en.wikipedia.org/wiki/Anisia_Achieng,south sudan,11.1,Anisia Achieng,1223223050.0,Start
Elizabeth Acuei Yol,https://en.wikipedia.org/wiki/Elizabeth_Acuei_Yol,south sudan,11.1,Elizabeth Acuei Yol,1219648005.0,Start
Wol Akec Akol,https://en.wikipedia.org/wiki/Wol_Akec_Akol,south sudan,11.1,Wol Akec Akol,1093916563.0,Stub
Mayol Kur Akuei,https://en.wikipedia.org/wiki/Mayol_Kur_Akuei,south sudan,11.1,Mayol Kur Akuei,1213647572.0,Stub
Alfred Futiyo Karaba,https://en.wikipedia.org/wiki/Alfred_Futiyo_Karaba,south sudan,11.1,Alfred Futiyo Karaba,1225251895.0,Stub
Jacob Aligo,https://en.wikipedia.org/wiki/Jacob_Aligo,south sudan,11.1,Jacob Aligo,1178261933.0,Stub
Michael Lado Allah-Jabu,https://en.wikipedia.org/wiki/Michael_Lado_Allah-Jabu,south sudan,11.1,Michael Lado Allah-Jabu,1215107662.0,Start
Augustino Kiri Gwolo,https://en.wikipedia.org/wiki/Augustino_Kiri_Gwolo,south sudan,11.1,Augustino Kiri Gwolo,1229325134.0,Start
Paul Malong Awan,https://en.wikipedia.org/wiki/Paul_Malong_Awan,south sudan,11.1,Paul Malong Awan,1233385951.0,C
Joseph Bakosoro,https://en.wikipedia.org/wiki/Joseph_Bakosoro,south sudan,11.1,Joseph Bakosoro,1189798127.0,Start
Tito Biel,https://en.wikipedia.org/wiki/Tito_Biel,south sudan,11.1,Tito Biel,1055829953.0,Start
Joseph Bol Chan,https://en.wikipedia.org/wiki/Joseph_Bol_Chan,south sudan,11.1,Joseph Bol Chan,1195579149.0,Stub
Abraham Makoi Bol,https://en.wikipedia.org/wiki/Abraham_Makoi_Bol,south sudan,11.1,Abraham Makoi Bol,1187621034.0,Stub
Bona Malwal,https://en.wikipedia.org/wiki/Bona_Malwal,south sudan,11.1,Bona Malwal,1235651454.0,GA
Peter Cirillo,https://en.wikipedia.org/wiki/Peter_Cirillo,south sudan,11.1,Peter Cirillo,1233240748.0,Stub
Cirino Hiteng Ofuho,https://en.wikipedia.org/wiki/Cirino_Hiteng_Ofuho,south sudan,11.1,Cirino Hiteng Ofuho,1173314826.0,Start
Deng Deng Akuei,https://en.wikipedia.org/wiki/Deng_Deng_Akuei,south sudan,11.1,Deng Deng Akuei,1175265686.0,Stub
William Deng Nhial,https://en.wikipedia.org/wiki/William_Deng_Nhial,south sudan,11.1,William Deng Nhial,1229366536.0,C
Aldo Deng,https://en.wikipedia.org/wiki/Aldo_Deng,south sudan,11.1,Aldo Deng,1238472619.0,Start
Ronald Ruai Deng,https://en.wikipedia.org/wiki/Ronald_Ruai_Deng,south sudan,11.1,Ronald Ruai Deng,919609685.0,Stub
Teker Riek Dong,https://en.wikipedia.org/wiki/Teker_Riek_Dong,south sudan,11.1,Teker Riek Dong,918811425.0,Stub
John Malish Dujuk,https://en.wikipedia.org/wiki/John_Malish_Dujuk,south sudan,11.1,John Malish Dujuk,1146507746.0,Stub
George Echom,https://en.wikipedia.org/wiki/George_Echom,south sudan,11.1,George Echom,1119848234.0,Start
Jacob Kuwinsuk Gale,https://en.wikipedia.org/wiki/Jacob_Kuwinsuk_Gale,south sudan,11.1,Jacob Kuwinsuk Gale,1108503934.0,Stub
Naphtali Hassan Gale,https://en.wikipedia.org/wiki/Naphtali_Hassan_Gale,south sudan,11.1,Naphtali Hassan Gale,1233313021.0,Stub
Joseph Garang,https://en.wikipedia.org/wiki/Joseph_Garang,south sudan,11.1,Joseph Garang,1119716991.0,Start
Isaac Cleto Hassan,https://en.wikipedia.org/wiki/Isaac_Cleto_Hassan,south sudan,11.1,Isaac Cleto Hassan,1235672248.0,Stub
Sarah Cleto Hassan,https://en.wikipedia.org/wiki/Sarah_Cleto_Hassan,south sudan,11.1,Sarah Cleto Hassan,1220786528.0,Start
Moro Isaac Jenesio,https://en.wikipedia.org/wiki/Moro_Isaac_Jenesio,south sudan,11.1,Moro Isaac Jenesio,1218075053.0,C
Jieng Council of Elders,https://en.wikipedia.org/wiki/Jieng_Council_of_Elders,south sudan,11.1,Jieng Council of Elders,1234296589.0,Start
George Kongor Arop,https://en.wikipedia.org/wiki/George_Kongor_Arop,south sudan,11.1,George Kongor Arop,1249045192.0,Stub
Baba Medan Konya,https://en.wikipedia.org/wiki/Baba_Medan_Konya,south sudan,11.1,Baba Medan Konya,919549108.0,Stub
Abudhok Ayang Kur,https://en.wikipedia.org/wiki/Abudhok_Ayang_Kur,south sudan,11.1,Abudhok Ayang Kur,1167584381.0,Stub
Alex Latio Elia,https://en.wikipedia.org/wiki/Alex_Latio_Elia,south sudan,11.1,Alex Latio Elia,1219357849.0,Stub
Natisio Loluke,https://en.wikipedia.org/wiki/Natisio_Loluke,south sudan,11.1,Natisio Loluke,1133325629.0,Stub
Martin Elia Lomuro,https://en.wikipedia.org/wiki/Martin_Elia_Lomuro,south sudan,11.1,Martin Elia Lomuro,1159039404.0,Start
Joseph Lual Acuil,https://en.wikipedia.org/wiki/Joseph_Lual_Acuil,south sudan,11.1,Joseph Lual Acuil,1063289231.0,Start
Luigi Adwok,https://en.wikipedia.org/wiki/Luigi_Adwok,south sudan,11.1,Luigi Adwok,1171543658.0,GA
Mabior Garang De-Mabior,https://en.wikipedia.org/wiki/Mabior_Garang_De-Mabior,south sudan,11.1,Mabior Garang De-Mabior,1250608232.0,Start
Rin Tuec,https://en.wikipedia.org/wiki/Rin_Tuec,south sudan,11.1,Rin Tuec,1192898844.0,Stub
Moses Kacoul Machar,https://en.wikipedia.org/wiki/Moses_Kacoul_Machar,south sudan,11.1,Moses Kacoul Machar,1151274280.0,Stub
Manasseh Magok,https://en.wikipedia.org/wiki/Manasseh_Magok,south sudan,11.1,Manasseh Magok,1217520697.0,Stub
Simon Mijok Majak,https://en.wikipedia.org/wiki/Simon_Mijok_Majak,south sudan,11.1,Simon Mijok Majak,1250096002.0,Stub
Madang Majok,https://en.wikipedia.org/wiki/Madang_Majok,south sudan,11.1,Madang Majok,930031820.0,Stub
Abraham Gum Makuach,https://en.wikipedia.org/wiki/Abraham_Gum_Makuach,south sudan,11.1,Abraham Gum Makuach,1225529087.0,Stub
Zakaria Matur Makuer,https://en.wikipedia.org/wiki/Zakaria_Matur_Makuer,south sudan,11.1,Zakaria Matur Makuer,1193125145.0,Start
Juma Ali Malou,https://en.wikipedia.org/wiki/Juma_Ali_Malou,south sudan,11.1,Juma Ali Malou,1185968456.0,Stub
Africano Mande,https://en.wikipedia.org/wiki/Africano_Mande,south sudan,11.1,Africano Mande,1249472514.0,C
Mary Mawai,https://en.wikipedia.org/wiki/Mary_Mawai,south sudan,11.1,Mary Mawai,1202620554.0,Stub
James Ajongo Mawut,https://en.wikipedia.org/wiki/James_Ajongo_Mawut,south sudan,11.1,James Ajongo Mawut,1247863771.0,Stub
Peter Mayen,https://en.wikipedia.org/wiki/Peter_Mayen,south sudan,11.1,Peter Mayen,1224366785.0,Start
Afikaano Monday,https://en.wikipedia.org/wiki/Afikaano_Monday,south sudan,11.1,Afikaano Monday,919576350.0,Stub
Joseph Monytuil,https://en.wikipedia.org/wiki/Joseph_Monytuil,south sudan,11.1,Joseph Monytuil,1133136974.0,Stub
Paulino Matip Nhial,https://en.wikipedia.org/wiki/Paulino_Matip_Nhial,south sudan,11.1,Paulino Matip Nhial,1227687707.0,GA
Elias Waya Nyipuoc,https://en.wikipedia.org/wiki/Elias_Waya_Nyipuoc,south sudan,11.1,Elias Waya Nyipuoc,960248404.0,Start
Paulino Lukudu Obede,https://en.wikipedia.org/wiki/Paulino_Lukudu_Obede,south sudan,11.1,Paulino Lukudu Obede,1243801134.0,C
Bona Panek,https://en.wikipedia.org/wiki/Bona_Panek,south sudan,11.1,Bona Panek,919581650.0,Stub
Ajonye Perpetua,https://en.wikipedia.org/wiki/Ajonye_Perpetua,south sudan,11.1,Ajonye Perpetua,1242434443.0,B
Simon Kun Puoch,https://en.wikipedia.org/wiki/Simon_Kun_Puoch,south sudan,11.1,Simon Kun Puoch,1226454859.0,Stub
Puot Kang Chol,https://en.wikipedia.org/wiki/Puot_Kang_Chol,south sudan,11.1,Puot Kang Chol,1216135728.0,Start
Patrick Raphael,https://en.wikipedia.org/wiki/Patrick_Raphael,south sudan,11.1,Patrick Raphael,1219647987.0,Stub
Siricio Iro Wani,https://en.wikipedia.org/wiki/Siricio_Iro_Wani,south sudan,11.1,Siricio Iro Wani,1215348942.0,C
Tong Akeen Ngor,https://en.wikipedia.org/wiki/Tong_Akeen_Ngor,south sudan,11.1,Tong Akeen Ngor,1229088378.0,Stub
Dier Tong Ngor,https://en.wikipedia.org/wiki/Dier_Tong_Ngor,south sudan,11.1,Dier Tong Ngor,1236112844.0,Start
James Tor Monybuny,https://en.wikipedia.org/wiki/James_Tor_Monybuny,south sudan,11.1,James Tor Monybuny,1177484677.0,Start
Elias Nyamlell Wako,https://en.wikipedia.org/wiki/Elias_Nyamlell_Wako,south sudan,11.1,Elias Nyamlell Wako,1244019887.0,C
Augustino Jadalla Wani,https://en.wikipedia.org/wiki/Augustino_Jadalla_Wani,south sudan,11.1,Augustino Jadalla Wani,1222765171.0,Start
Juma Saeed Worju,https://en.wikipedia.org/wiki/Juma_Saeed_Worju,south sudan,11.1,Juma Saeed Worju,1250095994.0,Stub
Justin Yak,https://en.wikipedia.org/wiki/Justin_Yak,south sudan,11.1,Justin Yak,1241604463.0,Stub
Patrick Zamoi,https://en.wikipedia.org/wiki/Patrick_Zamoi,south sudan,11.1,Patrick Zamoi,1162680534.0,Stub
Claro Abánades López,https://en.wikipedia.org/wiki/Claro_Abánades_López,spain,48.3,Claro Abánades López,1227200999.0,FA
Joaquín Abarca,https://en.wikipedia.org/wiki/Joaquín_Abarca,spain,48.3,Joaquín Abarca,1033407869.0,Stub
Domingo de Acassuso,https://en.wikipedia.org/wiki/Domingo_de_Acassuso,spain,48.3,Domingo de Acassuso,1244200942.0,Start
Luis Alarcón de la Lastra,https://en.wikipedia.org/wiki/Luis_Alarcón_de_la_Lastra,spain,48.3,Luis Alarcón de la Lastra,1212186504.0,C
Gil Álvarez Carrillo de Albornoz,https://en.wikipedia.org/wiki/Gil_Álvarez_Carrillo_de_Albornoz,spain,48.3,Gil Álvarez Carrillo de Albornoz,1249253793.0,C
Tomás Allende,https://en.wikipedia.org/wiki/Tomás_Allende,spain,48.3,Tomás Allende,1225374044.0,C
Luis Almarcha Hernández,https://en.wikipedia.org/wiki/Luis_Almarcha_Hernández,spain,48.3,Luis Almarcha Hernández,1212187829.0,Start
Alonso III Fonseca,https://en.wikipedia.org/wiki/Alonso_III_Fonseca,spain,48.3,Alonso III Fonseca,1250930129.0,C
"Fadrique de Toledo, 1st Marquess of Valdueza","https://en.wikipedia.org/wiki/Fadrique_de_Toledo,_1st_Marquess_of_Valdueza",spain,48.3,"Fadrique de Toledo, 1st Marquess of Valdueza",1246276424.0,C
Fadrique Alvarez de Toledo y Ponce de León,https://en.wikipedia.org/wiki/Fadrique_Alvarez_de_Toledo_y_Ponce_de_León,spain,48.3,Fadrique Alvarez de Toledo y Ponce de León,1232331231.0,Start
"Fernando Álvarez de Toledo, 3rd Duke of Alba","https://en.wikipedia.org/wiki/Fernando_Álvarez_de_Toledo,_3rd_Duke_of_Alba",spain,48.3,"Fernando Álvarez de Toledo, 3rd Duke of Alba",1249404813.0,C
García Álvarez de Toledo y Osorio,https://en.wikipedia.org/wiki/García_Álvarez_de_Toledo_y_Osorio,spain,48.3,García Álvarez de Toledo y Osorio,1243820129.0,Start
"García de Toledo Osorio, 6th Marquess of Villafranca","https://en.wikipedia.org/wiki/García_de_Toledo_Osorio,_6th_Marquess_of_Villafranca",spain,48.3,"García de Toledo Osorio, 6th Marquess of Villafranca",1242065267.0,Start
Manuel Joaquín Álvarez de Toledo,https://en.wikipedia.org/wiki/Manuel_Joaquín_Álvarez_de_Toledo,spain,48.3,Manuel Joaquín Álvarez de Toledo,1234633595.0,C
"Pedro de Toledo Osorio, 5th Marquess of Villafranca","https://en.wikipedia.org/wiki/Pedro_de_Toledo_Osorio,_5th_Marquess_of_Villafranca",spain,48.3,"Pedro de Toledo Osorio, 5th Marquess of Villafranca",1185175145.0,Start
Diego de Alvear y Ponce de León,https://en.wikipedia.org/wiki/Diego_de_Alvear_y_Ponce_de_León,spain,48.3,Diego de Alvear y Ponce de León,1109548816.0,C
Martín de Álzaga,https://en.wikipedia.org/wiki/Martín_de_Álzaga,spain,48.3,Martín de Álzaga,1242284347.0,Start
Antonio Gutiérrez y Ulloa,https://en.wikipedia.org/wiki/Antonio_Gutiérrez_y_Ulloa,spain,48.3,Antonio Gutiérrez y Ulloa,1232042818.0,C
Mario Arana,https://en.wikipedia.org/wiki/Mario_Arana,spain,48.3,Mario Arana,1248345511.0,C
Ramón de Aras Jáuregui,https://en.wikipedia.org/wiki/Ramón_de_Aras_Jáuregui,spain,48.3,Ramón de Aras Jáuregui,1225960138.0,C
Alfonso Ardura,https://en.wikipedia.org/wiki/Alfonso_Ardura,spain,48.3,Alfonso Ardura,1239244518.0,C
Buenaventura Carlos Aribau,https://en.wikipedia.org/wiki/Buenaventura_Carlos_Aribau,spain,48.3,Buenaventura Carlos Aribau,1241430575.0,Start
Manuel de Aróstegui Sáenz de Olamendi,https://en.wikipedia.org/wiki/Manuel_de_Aróstegui_Sáenz_de_Olamendi,spain,48.3,Manuel de Aróstegui Sáenz de Olamendi,1222718418.0,Stub
Anna Arqué i Solsona,https://en.wikipedia.org/wiki/Anna_Arqué_i_Solsona,spain,48.3,Anna Arqué i Solsona,1227092865.0,Start
Antonio Arrúe Zarauz,https://en.wikipedia.org/wiki/Antonio_Arrúe_Zarauz,spain,48.3,Antonio Arrúe Zarauz,1249171201.0,FA
Alberto Aznar,https://en.wikipedia.org/wiki/Alberto_Aznar,spain,48.3,Alberto Aznar,1239244515.0,GA
Vicente Bacallar,https://en.wikipedia.org/wiki/Vicente_Bacallar,spain,48.3,Vicente Bacallar,1157092874.0,C
Ignacio Baleztena Ascárate,https://en.wikipedia.org/wiki/Ignacio_Baleztena_Ascárate,spain,48.3,Ignacio Baleztena Ascárate,1226871737.0,FA
"José Baquíjano y Carrillo, Count of Vistaflorida","https://en.wikipedia.org/wiki/José_Baquíjano_y_Carrillo,_Count_of_Vistaflorida",spain,48.3,"José Baquíjano y Carrillo, Count of Vistaflorida",1239358433.0,Start
Miguel Barroso Ayats,https://en.wikipedia.org/wiki/Miguel_Barroso_Ayats,spain,48.3,Miguel Barroso Ayats,1199053571.0,Stub
Alfonso Soriano Benítez de Lugo,https://en.wikipedia.org/wiki/Alfonso_Soriano_Benítez_de_Lugo,spain,48.3,Alfonso Soriano Benítez de Lugo,1222085341.0,Start
Joseph Blás de Gainza,https://en.wikipedia.org/wiki/Joseph_Blás_de_Gainza,spain,48.3,Joseph Blás de Gainza,1237282903.0,Stub
Juan Antonio Bolea,https://en.wikipedia.org/wiki/Juan_Antonio_Bolea,spain,48.3,Juan Antonio Bolea,1100828029.0,Stub
Gaspar de Borja y Velasco,https://en.wikipedia.org/wiki/Gaspar_de_Borja_y_Velasco,spain,48.3,Gaspar de Borja y Velasco,1249278053.0,C
Alberto Bosch y Fustegueras,https://en.wikipedia.org/wiki/Alberto_Bosch_y_Fustegueras,spain,48.3,Alberto Bosch y Fustegueras,1222273738.0,GA
"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel","https://en.wikipedia.org/wiki/Francisco_Tadeo_Calomarde,_1st_Duke_of_Santa_Isabel",spain,48.3,"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",1222965894.0,Start
Blas Camacho,https://en.wikipedia.org/wiki/Blas_Camacho,spain,48.3,Blas Camacho,1101437075.0,Stub
José Manuel Campa,https://en.wikipedia.org/wiki/José_Manuel_Campa,spain,48.3,José Manuel Campa,1250195353.0,Start
Carlos Cañal y Migolla,https://en.wikipedia.org/wiki/Carlos_Cañal_y_Migolla,spain,48.3,Carlos Cañal y Migolla,1247065861.0,Start
Antonio Carro Martínez,https://en.wikipedia.org/wiki/Antonio_Carro_Martínez,spain,48.3,Antonio Carro Martínez,1104381249.0,Stub
"Nicolás de Carvajal, Marquis of Sarria","https://en.wikipedia.org/wiki/Nicolás_de_Carvajal,_Marquis_of_Sarria",spain,48.3,"Nicolás de Carvajal, Marquis of Sarria",1239399581.0,Start
Francesc de Castellví i de Vic,https://en.wikipedia.org/wiki/Francesc_de_Castellví_i_de_Vic,spain,48.3,Francesc de Castellví i de Vic,1247845408.0,Stub
"Juan Francisco de la Cerda, 8th Duke of Medinaceli","https://en.wikipedia.org/wiki/Juan_Francisco_de_la_Cerda,_8th_Duke_of_Medinaceli",spain,48.3,"Juan Francisco de la Cerda, 8th Duke of Medinaceli",1180262117.0,Start
"Luis Francisco de la Cerda, 9th Duke of Medinaceli","https://en.wikipedia.org/wiki/Luis_Francisco_de_la_Cerda,_9th_Duke_of_Medinaceli",spain,48.3,"Luis Francisco de la Cerda, 9th Duke of Medinaceli",1244697451.0,Start
Ramón Chíes,https://en.wikipedia.org/wiki/Ramón_Chíes,spain,48.3,Ramón Chíes,1229508444.0,Start
Diego Clemencín,https://en.wikipedia.org/wiki/Diego_Clemencín,spain,48.3,Diego Clemencín,1231354870.0,Start
Octavio Cuartero Cifuentes,https://en.wikipedia.org/wiki/Octavio_Cuartero_Cifuentes,spain,48.3,Octavio Cuartero Cifuentes,1225783850.0,Stub
"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés","https://en.wikipedia.org/wiki/Diego_Dávila_Mesía_y_Guzmán,_3rd_Marquess_of_Leganés",spain,48.3,"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",1237178682.0,Start
Rafael de Mendizábal Allende,https://en.wikipedia.org/wiki/Rafael_de_Mendizábal_Allende,spain,48.3,Rafael de Mendizábal Allende,1243973381.0,Stub
Juan Donoso Cortés,https://en.wikipedia.org/wiki/Juan_Donoso_Cortés,spain,48.3,Juan Donoso Cortés,1242935889.0,C
Carles Duarte i Montserrat,https://en.wikipedia.org/wiki/Carles_Duarte_i_Montserrat,spain,48.3,Carles Duarte i Montserrat,1198285042.0,C
Julián Elorza Aizpuru,https://en.wikipedia.org/wiki/Julián_Elorza_Aizpuru,spain,48.3,Julián Elorza Aizpuru,1240818582.0,FA
Juan de Escobedo,https://en.wikipedia.org/wiki/Juan_de_Escobedo,spain,48.3,Juan de Escobedo,1230344651.0,Start
Gaspar de Espinosa,https://en.wikipedia.org/wiki/Gaspar_de_Espinosa,spain,48.3,Gaspar de Espinosa,1236908465.0,Start
Víctor Eusa Razquin,https://en.wikipedia.org/wiki/Víctor_Eusa_Razquin,spain,48.3,Víctor Eusa Razquin,1241488542.0,FA
Carlos Fabra Carreras,https://en.wikipedia.org/wiki/Carlos_Fabra_Carreras,spain,48.3,Carlos Fabra Carreras,1239574422.0,GA
"Diego Felipez de Guzmán, 1st Marquess of Leganés","https://en.wikipedia.org/wiki/Diego_Felipez_de_Guzmán,_1st_Marquess_of_Leganés",spain,48.3,"Diego Felipez de Guzmán, 1st Marquess of Leganés",1206053852.0,C
Evaristo Fernández de San Miguel,https://en.wikipedia.org/wiki/Evaristo_Fernández_de_San_Miguel,spain,48.3,Evaristo Fernández de San Miguel,1240676368.0,B
Miguel Ángel Fernández-Palacios,https://en.wikipedia.org/wiki/Miguel_Ángel_Fernández-Palacios,spain,48.3,Miguel Ángel Fernández-Palacios,1223713147.0,Start
Antonio Flores de Lemus,https://en.wikipedia.org/wiki/Antonio_Flores_de_Lemus,spain,48.3,Antonio Flores de Lemus,1069012803.0,Start
Josep Fornas,https://en.wikipedia.org/wiki/Josep_Fornas,spain,48.3,Josep Fornas,1100828052.0,Stub
Chato Galante,https://en.wikipedia.org/wiki/Chato_Galante,spain,48.3,Chato Galante,1226438941.0,Stub
Guillermo Galeote,https://en.wikipedia.org/wiki/Guillermo_Galeote,spain,48.3,Guillermo Galeote,1150269450.0,Stub
Mar Garcia,https://en.wikipedia.org/wiki/Mar_Garcia,spain,48.3,Mar Garcia,1246159813.0,C
Álvaro Gil-Robles,https://en.wikipedia.org/wiki/Álvaro_Gil-Robles,spain,48.3,Álvaro Gil-Robles,1229529392.0,Start
Juan Carlos Guerra Zunzunegui,https://en.wikipedia.org/wiki/Juan_Carlos_Guerra_Zunzunegui,spain,48.3,Juan Carlos Guerra Zunzunegui,1104380457.0,Stub
"Gaspar Méndez de Haro, 7th Marquess of Carpio","https://en.wikipedia.org/wiki/Gaspar_Méndez_de_Haro,_7th_Marquess_of_Carpio",spain,48.3,"Gaspar Méndez de Haro, 7th Marquess of Carpio",1241147612.0,C
"Pedro Henriquez de Acevedo, Count of Fuentes","https://en.wikipedia.org/wiki/Pedro_Henriquez_de_Acevedo,_Count_of_Fuentes",spain,48.3,"Pedro Henriquez de Acevedo, Count of Fuentes",1150802341.0,Start
Pedro de Herrera,https://en.wikipedia.org/wiki/Pedro_de_Herrera,spain,48.3,Pedro de Herrera,1059696308.0,Stub
Eleazar Huerta Valcárcel,https://en.wikipedia.org/wiki/Eleazar_Huerta_Valcárcel,spain,48.3,Eleazar Huerta Valcárcel,1225797093.0,Stub
Alonso de Idiáquez y Yurramendi,https://en.wikipedia.org/wiki/Alonso_de_Idiáquez_y_Yurramendi,spain,48.3,Alonso de Idiáquez y Yurramendi,1239332087.0,Start
Blas Infante,https://en.wikipedia.org/wiki/Blas_Infante,spain,48.3,Blas Infante,1232417015.0,GA
Erasmo Janer Gironella,https://en.wikipedia.org/wiki/Erasmo_Janer_Gironella,spain,48.3,Erasmo Janer Gironella,1221936125.0,FA
Manuel Jiménez de Parga,https://en.wikipedia.org/wiki/Manuel_Jiménez_de_Parga,spain,48.3,Manuel Jiménez de Parga,1245719803.0,Stub
Hernando de Lerma,https://en.wikipedia.org/wiki/Hernando_de_Lerma,spain,48.3,Hernando de Lerma,1212104966.0,Start
José Pascual de Liñán y Eguizábal,https://en.wikipedia.org/wiki/José_Pascual_de_Liñán_y_Eguizábal,spain,48.3,José Pascual de Liñán y Eguizábal,1224412530.0,FA
Pero López de Ayala,https://en.wikipedia.org/wiki/Pero_López_de_Ayala,spain,48.3,Pero López de Ayala,1150849598.0,C
Luis Rosado Bretón,https://en.wikipedia.org/wiki/Luis_Rosado_Bretón,spain,48.3,Luis Rosado Bretón,1156485593.0,Start
Álvaro de Luna,https://en.wikipedia.org/wiki/Álvaro_de_Luna,spain,48.3,Álvaro de Luna,1243332684.0,C
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona","https://en.wikipedia.org/wiki/Juan_Manuel_Fernández_Pacheco,_8th_Duke_of_Escalona",spain,48.3,"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",1163078004.0,Start
Juli Marial Tey,https://en.wikipedia.org/wiki/Juli_Marial_Tey,spain,48.3,Juli Marial Tey,1182696836.0,Start
Manuel Marliani,https://en.wikipedia.org/wiki/Manuel_Marliani,spain,48.3,Manuel Marliani,1225503688.0,Stub
Marquis of Amboage,https://en.wikipedia.org/wiki/Marquis_of_Amboage,spain,48.3,Marquis of Amboage,1220853317.0,Stub
Dolors Martí Domènech,https://en.wikipedia.org/wiki/Dolors_Martí_Domènech,spain,48.3,Dolors Martí Domènech,1221176889.0,C
José Luna Meléndez,https://en.wikipedia.org/wiki/José_Luna_Meléndez,spain,48.3,José Luna Meléndez,1225807985.0,Start
Luis Méndez de Haro,https://en.wikipedia.org/wiki/Luis_Méndez_de_Haro,spain,48.3,Luis Méndez de Haro,1243477890.0,C
Bernardino de Mendoza,https://en.wikipedia.org/wiki/Bernardino_de_Mendoza,spain,48.3,Bernardino de Mendoza,1245653702.0,Start
Marcelino Menéndez y Pelayo,https://en.wikipedia.org/wiki/Marcelino_Menéndez_y_Pelayo,spain,48.3,Marcelino Menéndez y Pelayo,1245487601.0,C
Luis Minguela,https://en.wikipedia.org/wiki/Luis_Minguela,spain,48.3,Luis Minguela,1164369400.0,Start
Salvador Minguijón Adrián,https://en.wikipedia.org/wiki/Salvador_Minguijón_Adrián,spain,48.3,Salvador Minguijón Adrián,1226876537.0,FA
Pep Mòdol,https://en.wikipedia.org/wiki/Pep_Mòdol,spain,48.3,Pep Mòdol,1104404965.0,Stub
Rafael Molera,https://en.wikipedia.org/wiki/Rafael_Molera,spain,48.3,Rafael Molera,1248365842.0,C
Rafael Montoro,https://en.wikipedia.org/wiki/Rafael_Montoro,spain,48.3,Rafael Montoro,1243522972.0,Stub
Guillermo Morphy,https://en.wikipedia.org/wiki/Guillermo_Morphy,spain,48.3,Guillermo Morphy,1228639807.0,C
Pere Navarro Olivella,https://en.wikipedia.org/wiki/Pere_Navarro_Olivella,spain,48.3,Pere Navarro Olivella,1177249853.0,Start
Trinitat Neras i Plaja,https://en.wikipedia.org/wiki/Trinitat_Neras_i_Plaja,spain,48.3,Trinitat Neras i Plaja,1228644300.0,Stub
Juan Everardo Nithard,https://en.wikipedia.org/wiki/Juan_Everardo_Nithard,spain,48.3,Juan Everardo Nithard,1245200718.0,Start
Pablo de Olavide,https://en.wikipedia.org/wiki/Pablo_de_Olavide,spain,48.3,Pablo de Olavide,1158835762.0,Start
Álvaro d'Ors Pérez-Peix,https://en.wikipedia.org/wiki/Álvaro_d'Ors_Pérez-Peix,spain,48.3,Álvaro d'Ors Pérez-Peix,1249899212.0,FA
Román Oyarzun Oyarzun,https://en.wikipedia.org/wiki/Román_Oyarzun_Oyarzun,spain,48.3,Román Oyarzun Oyarzun,1235475298.0,FA
Juan Pacheco,https://en.wikipedia.org/wiki/Juan_Pacheco,spain,48.3,Juan Pacheco,1243332699.0,C
Juan Palarea Blanes,https://en.wikipedia.org/wiki/Juan_Palarea_Blanes,spain,48.3,Juan Palarea Blanes,1241607000.0,C
Berenguer de Palou II,https://en.wikipedia.org/wiki/Berenguer_de_Palou_II,spain,48.3,Berenguer de Palou II,1186657248.0,Start
Javier María Pascual Ibañez,https://en.wikipedia.org/wiki/Javier_María_Pascual_Ibañez,spain,48.3,Javier María Pascual Ibañez,1249112719.0,FA
Pedro Antonio de Aragón,https://en.wikipedia.org/wiki/Pedro_Antonio_de_Aragón,spain,48.3,Pedro Antonio de Aragón,1219603807.0,Start
Juan Manuel de la Peña Bonifaz,https://en.wikipedia.org/wiki/Juan_Manuel_de_la_Peña_Bonifaz,spain,48.3,Juan Manuel de la Peña Bonifaz,1249716627.0,Start
Antonio Pérez Crespo,https://en.wikipedia.org/wiki/Antonio_Pérez_Crespo,spain,48.3,Antonio Pérez Crespo,1221357654.0,Start
Antonio Pérez (statesman),https://en.wikipedia.org/wiki/Antonio_Pérez_(statesman),spain,48.3,Antonio Pérez (statesman),1248626781.0,C
Manuel Pizarro Moreno,https://en.wikipedia.org/wiki/Manuel_Pizarro_Moreno,spain,48.3,Manuel Pizarro Moreno,1242934173.0,Start
Luis Gabriel Portillo,https://en.wikipedia.org/wiki/Luis_Gabriel_Portillo,spain,48.3,Luis Gabriel Portillo,1245598382.0,Start
