name,url,country,Population,article_title,revision_id,prediction
Myo Yan Naung Thein,https://en.wikipedia.org/wiki/Myo_Yan_Naung_Thein,myanmar,55.4,Myo Yan Naung Thein,1169934161.0,Start
Naw Ohn Hla,https://en.wikipedia.org/wiki/Naw_Ohn_Hla,myanmar,55.4,Naw Ohn Hla,1245373645.0,C
Nay Myo Wai,https://en.wikipedia.org/wiki/Nay_Myo_Wai,myanmar,55.4,Nay Myo Wai,1065794809.0,Start
Nay Zin Lat,https://en.wikipedia.org/wiki/Nay_Zin_Lat,myanmar,55.4,Nay Zin Lat,1140270731.0,Stub
Kyaw Ni,https://en.wikipedia.org/wiki/Kyaw_Ni,myanmar,55.4,Kyaw Ni,1197273116.0,Stub
Nyi Sein,https://en.wikipedia.org/wiki/Nyi_Sein,myanmar,55.4,Nyi Sein,1245373470.0,Stub
Nyo Nyo Thin,https://en.wikipedia.org/wiki/Nyo_Nyo_Thin,myanmar,55.4,Nyo Nyo Thin,1169933560.0,Start
Pu Pa Thang,https://en.wikipedia.org/wiki/Pu_Pa_Thang,myanmar,55.4,Pu Pa Thang,1248165000.0,Stub
San Tun,https://en.wikipedia.org/wiki/San_Tun,myanmar,55.4,San Tun,1245372381.0,Stub
Sao Sanda,https://en.wikipedia.org/wiki/Sao_Sanda,myanmar,55.4,Sao Sanda,1210083781.0,Start
Sasa (politician),https://en.wikipedia.org/wiki/Sasa_(politician),myanmar,55.4,Sasa (politician),1245373652.0,C
Saw Sa,https://en.wikipedia.org/wiki/Saw_Sa,myanmar,55.4,Saw Sa,1087057198.0,C
Saya Gyi U Nu,https://en.wikipedia.org/wiki/Saya_Gyi_U_Nu,myanmar,55.4,Saya Gyi U Nu,1235897720.0,GA
"Sein Win (politician, born 1944)","https://en.wikipedia.org/wiki/Sein_Win_(politician,_born_1944)",myanmar,55.4,"Sein Win (politician, born 1944)",1147278693.0,Start
Mya Lay Sein,https://en.wikipedia.org/wiki/Mya_Lay_Sein,myanmar,55.4,Mya Lay Sein,1222232537.0,Start
Sao Seng Suk,https://en.wikipedia.org/wiki/Sao_Seng_Suk,myanmar,55.4,Sao Seng Suk,1210083818.0,Stub
Shwe Ohn,https://en.wikipedia.org/wiki/Shwe_Ohn,myanmar,55.4,Shwe Ohn,1219791322.0,Stub
Soe Moe Hlaing,https://en.wikipedia.org/wiki/Soe_Moe_Hlaing,myanmar,55.4,Soe Moe Hlaing,1177185207.0,Start
Sultan Ahmed (Burmese politician),https://en.wikipedia.org/wiki/Sultan_Ahmed_(Burmese_politician),myanmar,55.4,Sultan Ahmed (Burmese politician),1214544169.0,Start
Naw Susanna Hla Hla Soe,https://en.wikipedia.org/wiki/Naw_Susanna_Hla_Hla_Soe,myanmar,55.4,Naw Susanna Hla Hla Soe,1245373664.0,Start
Tan Yu Sai,https://en.wikipedia.org/wiki/Tan_Yu_Sai,myanmar,55.4,Tan Yu Sai,987791661.0,Stub
Taw Phaya Galay,https://en.wikipedia.org/wiki/Taw_Phaya_Galay,myanmar,55.4,Taw Phaya Galay,1239004774.0,C
Tayzar San,https://en.wikipedia.org/wiki/Tayzar_San,myanmar,55.4,Tayzar San,1227692854.0,Start
Than Nyein,https://en.wikipedia.org/wiki/Than_Nyein,myanmar,55.4,Than Nyein,1219791544.0,Start
Than Sein,https://en.wikipedia.org/wiki/Than_Sein,myanmar,55.4,Than Sein,1245372417.0,Stub
Than Win,https://en.wikipedia.org/wiki/Than_Win,myanmar,55.4,Than Win,1245373365.0,Start
Thaung Tun (politician),https://en.wikipedia.org/wiki/Thaung_Tun_(politician),myanmar,55.4,Thaung Tun (politician),1245373050.0,Start
Baganset U Thaw,https://en.wikipedia.org/wiki/Baganset_U_Thaw,myanmar,55.4,Baganset U Thaw,1245618789.0,C
Thein Maung,https://en.wikipedia.org/wiki/Thein_Maung,myanmar,55.4,Thein Maung,1238454181.0,Start
Thein Nyunt (politician),https://en.wikipedia.org/wiki/Thein_Nyunt_(politician),myanmar,55.4,Thein Nyunt (politician),1234388263.0,Start
Thet Win Aung,https://en.wikipedia.org/wiki/Thet_Win_Aung,myanmar,55.4,Thet Win Aung,1170350688.0,Start
Thirty Comrades,https://en.wikipedia.org/wiki/Thirty_Comrades,myanmar,55.4,Thirty Comrades,1242193633.0,C
Tin Aye,https://en.wikipedia.org/wiki/Tin_Aye,myanmar,55.4,Tin Aye,1239526756.0,Stub
Tu Hkawng,https://en.wikipedia.org/wiki/Tu_Hkawng,myanmar,55.4,Tu Hkawng,1245373670.0,Start
Wai Moe Naing,https://en.wikipedia.org/wiki/Wai_Moe_Naing,myanmar,55.4,Wai Moe Naing,1142166678.0,Start
Win Ko Ko Latt,https://en.wikipedia.org/wiki/Win_Ko_Ko_Latt,myanmar,55.4,Win Ko Ko Latt,1243165916.0,Start
Maung Wuntha,https://en.wikipedia.org/wiki/Maung_Wuntha,myanmar,55.4,Maung Wuntha,1192257938.0,Start
Yawd Serk,https://en.wikipedia.org/wiki/Yawd_Serk,myanmar,55.4,Yawd Serk,1250459738.0,Stub
Za Hlei Thang,https://en.wikipedia.org/wiki/Za_Hlei_Thang,myanmar,55.4,Za Hlei Thang,1250853841.0,C
Zaw Htay,https://en.wikipedia.org/wiki/Zaw_Htay,myanmar,55.4,Zaw Htay,1220263916.0,C
Zura Begum,https://en.wikipedia.org/wiki/Zura_Begum,myanmar,55.4,Zura Begum,1207585856.0,Start
Pierre Baranyanka,https://en.wikipedia.org/wiki/Pierre_Baranyanka,burundi,13.2,Pierre Baranyanka,1227694880.0,GA
Joseph Biroli,https://en.wikipedia.org/wiki/Joseph_Biroli,burundi,13.2,Joseph Biroli,1244607980.0,GA
Evelyne Butoyi,https://en.wikipedia.org/wiki/Evelyne_Butoyi,burundi,13.2,Evelyne Butoyi,1226287594.0,Stub
Joseph Cimpaye,https://en.wikipedia.org/wiki/Joseph_Cimpaye,burundi,13.2,Joseph Cimpaye,1247008320.0,C
Edouard Nduwimana,https://en.wikipedia.org/wiki/Edouard_Nduwimana,burundi,13.2,Edouard Nduwimana,1249889245.0,Stub
Gervais Nyangoma,https://en.wikipedia.org/wiki/Gervais_Nyangoma,burundi,13.2,Gervais Nyangoma,1172072408.0,Start
Gérard Mfuranzima,https://en.wikipedia.org/wiki/Gérard_Mfuranzima,burundi,13.2,Gérard Mfuranzima,1059652996.0,Start
Cyrille Ndayirukiye,https://en.wikipedia.org/wiki/Cyrille_Ndayirukiye,burundi,13.2,Cyrille Ndayirukiye,1235862392.0,Stub
Révérien Ndikuriyo,https://en.wikipedia.org/wiki/Révérien_Ndikuriyo,burundi,13.2,Révérien Ndikuriyo,1231164333.0,Start
Tharcisse Niyongabo,https://en.wikipedia.org/wiki/Tharcisse_Niyongabo,burundi,13.2,Tharcisse Niyongabo,1218269209.0,Stub
Gabriel Nizigama,https://en.wikipedia.org/wiki/Gabriel_Nizigama,burundi,13.2,Gabriel Nizigama,1193500276.0,Stub
Jean-Baptiste Ntidendereza,https://en.wikipedia.org/wiki/Jean-Baptiste_Ntidendereza,burundi,13.2,Jean-Baptiste Ntidendereza,1176698590.0,C
Ririkumutima,https://en.wikipedia.org/wiki/Ririkumutima,burundi,13.2,Ririkumutima,1233102698.0,Start
Agathon Rwasa,https://en.wikipedia.org/wiki/Agathon_Rwasa,burundi,13.2,Agathon Rwasa,1227287425.0,Start
Imelde Sabushimike,https://en.wikipedia.org/wiki/Imelde_Sabushimike,burundi,13.2,Imelde Sabushimike,1243757340.0,Start
Alexis Sinduhije,https://en.wikipedia.org/wiki/Alexis_Sinduhije,burundi,13.2,Alexis Sinduhije,1227751790.0,GA
Ang Vong Vathana,https://en.wikipedia.org/wiki/Ang_Vong_Vathana,cambodia,17.0,Ang Vong Vathana,1242000913.0,Stub
Samheng Boros,https://en.wikipedia.org/wiki/Samheng_Boros,cambodia,17.0,Samheng Boros,1217047991.0,Start
Bun Chanmol,https://en.wikipedia.org/wiki/Bun_Chanmol,cambodia,17.0,Bun Chanmol,1229174400.0,C
Chem Snguon,https://en.wikipedia.org/wiki/Chem_Snguon,cambodia,17.0,Chem Snguon,1243810904.0,Stub
Chhan Sokhom,https://en.wikipedia.org/wiki/Chhan_Sokhom,cambodia,17.0,Chhan Sokhom,1243810911.0,Stub
Chuon Saodi,https://en.wikipedia.org/wiki/Chuon_Saodi,cambodia,17.0,Chuon Saodi,1243810923.0,Stub
Duong Sam Ol,https://en.wikipedia.org/wiki/Duong_Sam_Ol,cambodia,17.0,Duong Sam Ol,1250510333.0,Stub
Ieu Koeus,https://en.wikipedia.org/wiki/Ieu_Koeus,cambodia,17.0,Ieu Koeus,1234647985.0,Start
Ith Samheng,https://en.wikipedia.org/wiki/Ith_Samheng,cambodia,17.0,Ith Samheng,1246668602.0,Start
Khem Veasna,https://en.wikipedia.org/wiki/Khem_Veasna,cambodia,17.0,Khem Veasna,1210437333.0,C
Kou Roun,https://en.wikipedia.org/wiki/Kou_Roun,cambodia,17.0,Kou Roun,1243810993.0,Stub
Daran Kravanh,https://en.wikipedia.org/wiki/Daran_Kravanh,cambodia,17.0,Daran Kravanh,1096672232.0,Stub
Lon Nil,https://en.wikipedia.org/wiki/Lon_Nil,cambodia,17.0,Lon Nil,1220226778.0,Start
Mao Ayuth,https://en.wikipedia.org/wiki/Mao_Ayuth,cambodia,17.0,Mao Ayuth,1171497670.0,C
Neav Sithong,https://en.wikipedia.org/wiki/Neav_Sithong,cambodia,17.0,Neav Sithong,1243811022.0,Stub
Ngoun Chhay Kry,https://en.wikipedia.org/wiki/Ngoun_Chhay_Kry,cambodia,17.0,Ngoun Chhay Kry,1243811027.0,Stub
Norodom Norindeth,https://en.wikipedia.org/wiki/Norodom_Norindeth,cambodia,17.0,Norodom Norindeth,1220843919.0,Start
Norodom Phurissara,https://en.wikipedia.org/wiki/Norodom_Phurissara,cambodia,17.0,Norodom Phurissara,1243811051.0,Start
Oung Ouen,https://en.wikipedia.org/wiki/Oung_Ouen,cambodia,17.0,Oung Ouen,1079121769.0,Stub
Phlek Chhat,https://en.wikipedia.org/wiki/Phlek_Chhat,cambodia,17.0,Phlek Chhat,1244202380.0,Stub
Ponn Vongs Vaddey,https://en.wikipedia.org/wiki/Ponn_Vongs_Vaddey,cambodia,17.0,Ponn Vongs Vaddey,1243811080.0,Stub
Samheng Bora,https://en.wikipedia.org/wiki/Samheng_Bora,cambodia,17.0,Samheng Bora,1194560189.0,Start
Say Phouthang,https://en.wikipedia.org/wiki/Say_Phouthang,cambodia,17.0,Say Phouthang,1174776111.0,C
Sisowath Youtevong,https://en.wikipedia.org/wiki/Sisowath_Youtevong,cambodia,17.0,Sisowath Youtevong,1221932398.0,Start
So Nem,https://en.wikipedia.org/wiki/So_Nem,cambodia,17.0,So Nem,1243811102.0,Stub
Tep Hun,https://en.wikipedia.org/wiki/Tep_Hun,cambodia,17.0,Tep Hun,1243811136.0,Stub
Tep Phan,https://en.wikipedia.org/wiki/Tep_Phan,cambodia,17.0,Tep Phan,1059565834.0,Stub
Tep Vattho,https://en.wikipedia.org/wiki/Tep_Vattho,cambodia,17.0,Tep Vattho,1243808497.0,Start
Thiounn,https://en.wikipedia.org/wiki/Thiounn,cambodia,17.0,Thiounn,1178861440.0,GA
Touch Kim,https://en.wikipedia.org/wiki/Touch_Kim,cambodia,17.0,Touch Kim,1243811146.0,Stub
Truong Cang,https://en.wikipedia.org/wiki/Truong_Cang,cambodia,17.0,Truong Cang,1157572449.0,Start
Tuot Saron,https://en.wikipedia.org/wiki/Tuot_Saron,cambodia,17.0,Tuot Saron,1171902721.0,Start
Uch Ven,https://en.wikipedia.org/wiki/Uch_Ven,cambodia,17.0,Uch Ven,1178094497.0,Stub
Uk Vithun,https://en.wikipedia.org/wiki/Uk_Vithun,cambodia,17.0,Uk Vithun,1243811158.0,Stub
Ung Hong Sath,https://en.wikipedia.org/wiki/Ung_Hong_Sath,cambodia,17.0,Ung Hong Sath,1250884183.0,Stub
Veng Sakhon,https://en.wikipedia.org/wiki/Veng_Sakhon,cambodia,17.0,Veng Sakhon,1249720857.0,Stub
Yat Hwaidi,https://en.wikipedia.org/wiki/Yat_Hwaidi,cambodia,17.0,Yat Hwaidi,1130454039.0,Stub
Marie Catherine Abena,https://en.wikipedia.org/wiki/Marie_Catherine_Abena,cameroon,28.1,Marie Catherine Abena,1241219287.0,Start
Haman Adama,https://en.wikipedia.org/wiki/Haman_Adama,cameroon,28.1,Haman Adama,1246435409.0,Stub
Vincent de Paul Ahanda,https://en.wikipedia.org/wiki/Vincent_de_Paul_Ahanda,cameroon,28.1,Vincent de Paul Ahanda,1249317685.0,Stub
Ahmadou Ahidjo,https://en.wikipedia.org/wiki/Ahmadou_Ahidjo,cameroon,28.1,Ahmadou Ahidjo,1250931149.0,FA
Joseph Beti Assomo,https://en.wikipedia.org/wiki/Joseph_Beti_Assomo,cameroon,28.1,Joseph Beti Assomo,1229939964.0,Start
Charles Ateba Eyene,https://en.wikipedia.org/wiki/Charles_Ateba_Eyene,cameroon,28.1,Charles Ateba Eyene,1234063279.0,Start
Olivier Bilé,https://en.wikipedia.org/wiki/Olivier_Bilé,cameroon,28.1,Olivier Bilé,1243540290.0,Stub
Dsamou Micheline,https://en.wikipedia.org/wiki/Dsamou_Micheline,cameroon,28.1,Dsamou Micheline,1223788177.0,Start
Lawrence Fonka Shang,https://en.wikipedia.org/wiki/Lawrence_Fonka_Shang,cameroon,28.1,Lawrence Fonka Shang,1041211681.0,Stub
Victor Fotso,https://en.wikipedia.org/wiki/Victor_Fotso,cameroon,28.1,Victor Fotso,1102345166.0,Stub
Séraphin Magloire Fouda,https://en.wikipedia.org/wiki/Séraphin_Magloire_Fouda,cameroon,28.1,Séraphin Magloire Fouda,1009662257.0,Stub
Lucy Gwanmesia,https://en.wikipedia.org/wiki/Lucy_Gwanmesia,cameroon,28.1,Lucy Gwanmesia,1221349803.0,Start
Njomgang Isaac,https://en.wikipedia.org/wiki/Njomgang_Isaac,cameroon,28.1,Njomgang Isaac,1108440685.0,Start
René Jam Afane,https://en.wikipedia.org/wiki/René_Jam_Afane,cameroon,28.1,René Jam Afane,1231186334.0,Start
Augustine Ngom Jua,https://en.wikipedia.org/wiki/Augustine_Ngom_Jua,cameroon,28.1,Augustine Ngom Jua,1249031959.0,Start
Paul Monyonge Kale,https://en.wikipedia.org/wiki/Paul_Monyonge_Kale,cameroon,28.1,Paul Monyonge Kale,1214426931.0,Start
Enanga Kebbi,https://en.wikipedia.org/wiki/Enanga_Kebbi,cameroon,28.1,Enanga Kebbi,1219533774.0,Start
Pierre Kotouo,https://en.wikipedia.org/wiki/Pierre_Kotouo,cameroon,28.1,Pierre Kotouo,1177650482.0,Stub
Laurentine Mbede,https://en.wikipedia.org/wiki/Laurentine_Mbede,cameroon,28.1,Laurentine Mbede,1240148045.0,Start
Albert Mbida,https://en.wikipedia.org/wiki/Albert_Mbida,cameroon,28.1,Albert Mbida,1230583945.0,Stub
Ibrahim Mbombo Njoya,https://en.wikipedia.org/wiki/Ibrahim_Mbombo_Njoya,cameroon,28.1,Ibrahim Mbombo Njoya,1226331859.0,Start
Clémentine Ananga Messina,https://en.wikipedia.org/wiki/Clémentine_Ananga_Messina,cameroon,28.1,Clémentine Ananga Messina,1217696496.0,Start
Ousmane Mey,https://en.wikipedia.org/wiki/Ousmane_Mey,cameroon,28.1,Ousmane Mey,1017007525.0,Start
Victor Mukete,https://en.wikipedia.org/wiki/Victor_Mukete,cameroon,28.1,Victor Mukete,1250196607.0,Start
Bernard Muna,https://en.wikipedia.org/wiki/Bernard_Muna,cameroon,28.1,Bernard Muna,1108720863.0,Start
Jerôme Mvondo,https://en.wikipedia.org/wiki/Jerôme_Mvondo,cameroon,28.1,Jerôme Mvondo,1250160956.0,Stub
Anne Marthe Mvoto,https://en.wikipedia.org/wiki/Anne_Marthe_Mvoto,cameroon,28.1,Anne Marthe Mvoto,1225861548.0,Start
Hermine Patricia Tomaïno Ndam Njoya,https://en.wikipedia.org/wiki/Hermine_Patricia_Tomaïno_Ndam_Njoya,cameroon,28.1,Hermine Patricia Tomaïno Ndam Njoya,1240147077.0,C
Pierre Ngayewang,https://en.wikipedia.org/wiki/Pierre_Ngayewang,cameroon,28.1,Pierre Ngayewang,1177650598.0,Stub
John Ebong Ngole,https://en.wikipedia.org/wiki/John_Ebong_Ngole,cameroon,28.1,John Ebong Ngole,1151361877.0,Stub
Xavier Ngoubeyou,https://en.wikipedia.org/wiki/Xavier_Ngoubeyou,cameroon,28.1,Xavier Ngoubeyou,1242530072.0,Stub
Victor Anomah Ngu,https://en.wikipedia.org/wiki/Victor_Anomah_Ngu,cameroon,28.1,Victor Anomah Ngu,1152439979.0,Start
Julienne Niat,https://en.wikipedia.org/wiki/Julienne_Niat,cameroon,28.1,Julienne Niat,1227015746.0,Start
Dorothy L. Njeuma,https://en.wikipedia.org/wiki/Dorothy_L._Njeuma,cameroon,28.1,Dorothy L. Njeuma,1240137941.0,Start
Bernard Njonga,https://en.wikipedia.org/wiki/Bernard_Njonga,cameroon,28.1,Bernard Njonga,1098278415.0,Stub
Arouna N'Joya,https://en.wikipedia.org/wiki/Arouna_N'Joya,cameroon,28.1,Arouna N'Joya,1177650613.0,Stub
Edouard Nomo-Ongolo,https://en.wikipedia.org/wiki/Edouard_Nomo-Ongolo,cameroon,28.1,Edouard Nomo-Ongolo,1146536611.0,Stub
Antoine Ntsimi,https://en.wikipedia.org/wiki/Antoine_Ntsimi,cameroon,28.1,Antoine Ntsimi,1180554993.0,C
André Ngongang Ouandji,https://en.wikipedia.org/wiki/André_Ngongang_Ouandji,cameroon,28.1,,,
Paul Pondi,https://en.wikipedia.org/wiki/Paul_Pondi,cameroon,28.1,Paul Pondi,1242817206.0,C
Félix Sabal Lecco (politician),https://en.wikipedia.org/wiki/Félix_Sabal_Lecco_(politician),cameroon,28.1,Félix Sabal Lecco (politician),1148553193.0,C
François Sengat-Kuo,https://en.wikipedia.org/wiki/François_Sengat-Kuo,cameroon,28.1,François Sengat-Kuo,1199699881.0,Stub
Madeleine Tchuente,https://en.wikipedia.org/wiki/Madeleine_Tchuente,cameroon,28.1,Madeleine Tchuente,1225866384.0,Start
Félix Tonye Mbog,https://en.wikipedia.org/wiki/Félix_Tonye_Mbog,cameroon,28.1,Félix Tonye Mbog,1226983598.0,Start
Kah Walla,https://en.wikipedia.org/wiki/Kah_Walla,cameroon,28.1,Kah Walla,1239668367.0,GA
Zakiatou Djamo,https://en.wikipedia.org/wiki/Zakiatou_Djamo,cameroon,28.1,Zakiatou Djamo,1235834775.0,Stub
José Manuel Gomes Andrade,https://en.wikipedia.org/wiki/José_Manuel_Gomes_Andrade,cape verde,0.6,José Manuel Gomes Andrade,1216083405.0,Stub
Honório Barreto,https://en.wikipedia.org/wiki/Honório_Barreto,cape verde,0.6,Honório Barreto,1249443443.0,Start
Pedro Fernandes Lopes,https://en.wikipedia.org/wiki/Pedro_Fernandes_Lopes,cape verde,0.6,Pedro Fernandes Lopes,1191590141.0,C
Januaria Moreira,https://en.wikipedia.org/wiki/Januaria_Moreira,cape verde,0.6,Januaria Moreira,1225864918.0,Start
Paulo Rocha (Cape Verde politician),https://en.wikipedia.org/wiki/Paulo_Rocha_(Cape_Verde_politician),cape verde,0.6,Paulo Rocha (Cape Verde politician),1177459663.0,Stub
Gilberto Correia Carvalho Silva,https://en.wikipedia.org/wiki/Gilberto_Correia_Carvalho_Silva,cape verde,0.6,Gilberto Correia Carvalho Silva,1101613548.0,Stub
Luís Filipe Tavares,https://en.wikipedia.org/wiki/Luís_Filipe_Tavares,cape verde,0.6,Luís Filipe Tavares,1213485215.0,Start
Carlos de Vasconcelos,https://en.wikipedia.org/wiki/Carlos_de_Vasconcelos,cape verde,0.6,Carlos de Vasconcelos,1216635216.0,Start
Abraão Vicente,https://en.wikipedia.org/wiki/Abraão_Vicente,cape verde,0.6,Abraão Vicente,1213485569.0,Start
Jean-Bédel Bokassa,https://en.wikipedia.org/wiki/Jean-Bédel_Bokassa,central african republic,6.2,Jean-Bédel Bokassa,1248397829.0,FA
Antoine Darlan,https://en.wikipedia.org/wiki/Antoine_Darlan,central african republic,6.2,Antoine Darlan,1217196175.0,C
Georges Darlan,https://en.wikipedia.org/wiki/Georges_Darlan,central african republic,6.2,Georges Darlan,1211998269.0,C
Catherine Denguiadé,https://en.wikipedia.org/wiki/Catherine_Denguiadé,central african republic,6.2,Catherine Denguiadé,1242454262.0,Start
Henri-Marie Dondra,https://en.wikipedia.org/wiki/Henri-Marie_Dondra,central african republic,6.2,Henri-Marie Dondra,1221994311.0,Stub
Saif Durbar,https://en.wikipedia.org/wiki/Saif_Durbar,central african republic,6.2,Saif Durbar,1240973609.0,C
Gaston N'Guérékata,https://en.wikipedia.org/wiki/Gaston_N'Guérékata,central african republic,6.2,Gaston N'Guérékata,1239810898.0,C
Jean-Benoît Gonda,https://en.wikipedia.org/wiki/Jean-Benoît_Gonda,central african republic,6.2,Jean-Benoît Gonda,1159473113.0,Stub
Hassan Al Habib,https://en.wikipedia.org/wiki/Hassan_Al_Habib,central african republic,6.2,Hassan Al Habib,1140307699.0,Stub
Rodolphe Iddi Lala,https://en.wikipedia.org/wiki/Rodolphe_Iddi_Lala,central african republic,6.2,Rodolphe Iddi Lala,1242127344.0,C
Désiré Kolingba,https://en.wikipedia.org/wiki/Désiré_Kolingba,central african republic,6.2,Désiré Kolingba,1226461295.0,Stub
Tchakpa M'brede,https://en.wikipedia.org/wiki/Tchakpa_M'brede,central african republic,6.2,Tchakpa M'brede,1246969392.0,Start
Karim Meckassoua,https://en.wikipedia.org/wiki/Karim_Meckassoua,central african republic,6.2,Karim Meckassoua,1224144854.0,Stub
Abakar Sabone,https://en.wikipedia.org/wiki/Abakar_Sabone,central african republic,6.2,Abakar Sabone,1251051521.0,C
Levy Yakete,https://en.wikipedia.org/wiki/Levy_Yakete,central african republic,6.2,Levy Yakete,1229277170.0,Stub
Achta Ahmat Bremé,https://en.wikipedia.org/wiki/Achta_Ahmat_Bremé,chad,18.3,Achta Ahmat Bremé,1243871975.0,Stub
Kamougue Assoum,https://en.wikipedia.org/wiki/Kamougue_Assoum,chad,18.3,Kamougue Assoum,1195939436.0,Stub
Christian Georges Diguimbaye,https://en.wikipedia.org/wiki/Christian_Georges_Diguimbaye,chad,18.3,Christian Georges Diguimbaye,1227146224.0,Stub
Firmin Djidingar,https://en.wikipedia.org/wiki/Firmin_Djidingar,chad,18.3,Firmin Djidingar,1191501257.0,Stub
Roger Djikisna,https://en.wikipedia.org/wiki/Roger_Djikisna,chad,18.3,Roger Djikisna,1175430342.0,Stub
Issa Doubragne,https://en.wikipedia.org/wiki/Issa_Doubragne,chad,18.3,Issa Doubragne,1236321102.0,Start
Moussa Faki,https://en.wikipedia.org/wiki/Moussa_Faki,chad,18.3,Moussa Faki,1247480258.0,C
Arabi El Goni,https://en.wikipedia.org/wiki/Arabi_El_Goni,chad,18.3,Arabi El Goni,1185921742.0,Stub
Isabelle Kassire,https://en.wikipedia.org/wiki/Isabelle_Kassire,chad,18.3,Isabelle Kassire,1246170190.0,Stub
Oueddei Kichidemi,https://en.wikipedia.org/wiki/Oueddei_Kichidemi,chad,18.3,Oueddei Kichidemi,1162338564.0,Start
Alphonse Kotiga,https://en.wikipedia.org/wiki/Alphonse_Kotiga,chad,18.3,Alphonse Kotiga,1108077983.0,Stub
Baba Laddé,https://en.wikipedia.org/wiki/Baba_Laddé,chad,18.3,Baba Laddé,1207731827.0,C
Nadji Madou,https://en.wikipedia.org/wiki/Nadji_Madou,chad,18.3,Nadji Madou,872461806.0,Stub
Mahmoud Ali Seid,https://en.wikipedia.org/wiki/Mahmoud_Ali_Seid,chad,18.3,Mahmoud Ali Seid,1231975933.0,Start
Mariam Mahamat Nour,https://en.wikipedia.org/wiki/Mariam_Mahamat_Nour,chad,18.3,Mariam Mahamat Nour,1179344861.0,Stub
Laoukein Kourayo Médard,https://en.wikipedia.org/wiki/Laoukein_Kourayo_Médard,chad,18.3,Laoukein Kourayo Médard,872513852.0,Stub
Abbo Nassour,https://en.wikipedia.org/wiki/Abbo_Nassour,chad,18.3,Abbo Nassour,1144389013.0,C
Tahir Hamid Nguilin,https://en.wikipedia.org/wiki/Tahir_Hamid_Nguilin,chad,18.3,Tahir Hamid Nguilin,1085015143.0,Stub
Quatre Sou Quatre,https://en.wikipedia.org/wiki/Quatre_Sou_Quatre,chad,18.3,Quatre Sou Quatre,1193126229.0,Stub
François Tombalbaye,https://en.wikipedia.org/wiki/François_Tombalbaye,chad,18.3,François Tombalbaye,1250337903.0,C
Saadie Goukouni Weddeye,https://en.wikipedia.org/wiki/Saadie_Goukouni_Weddeye,chad,18.3,Saadie Goukouni Weddeye,1235451008.0,Start
Alejandro Serani Burgos,https://en.wikipedia.org/wiki/Alejandro_Serani_Burgos,chile,20.0,Alejandro Serani Burgos,1232887754.0,C
Beltrán Mathieu,https://en.wikipedia.org/wiki/Beltrán_Mathieu,chile,20.0,Beltrán Mathieu,1240166319.0,B
Alexandra Benado,https://en.wikipedia.org/wiki/Alexandra_Benado,chile,20.0,Alexandra Benado,1247622508.0,Start
Rolando Calderón,https://en.wikipedia.org/wiki/Rolando_Calderón,chile,20.0,Rolando Calderón,1241145448.0,Stub
Eugenio Cantuarias,https://en.wikipedia.org/wiki/Eugenio_Cantuarias,chile,20.0,Eugenio Cantuarias,1246582918.0,Stub
Carlos Balmaceda Saavedra,https://en.wikipedia.org/wiki/Carlos_Balmaceda_Saavedra,chile,20.0,Carlos Balmaceda Saavedra,1246583396.0,Start
Jorge Cauas,https://en.wikipedia.org/wiki/Jorge_Cauas,chile,20.0,Jorge Cauas,1216583569.0,Stub
Alberto Cooper,https://en.wikipedia.org/wiki/Alberto_Cooper,chile,20.0,Alberto Cooper,1246582150.0,Stub
Fernando Cordero Rusque,https://en.wikipedia.org/wiki/Fernando_Cordero_Rusque,chile,20.0,Fernando Cordero Rusque,1246582796.0,Stub
Juan de Dios Correa de Saa,https://en.wikipedia.org/wiki/Juan_de_Dios_Correa_de_Saa,chile,20.0,Juan de Dios Correa de Saa,1246583602.0,Stub
María Silvia Correa Marín,https://en.wikipedia.org/wiki/María_Silvia_Correa_Marín,chile,20.0,María Silvia Correa Marín,1233099485.0,Start
Álvaro Covarrubias,https://en.wikipedia.org/wiki/Álvaro_Covarrubias,chile,20.0,Álvaro Covarrubias,1246583605.0,Start
Pedro Nolasco Cruz Vergara,https://en.wikipedia.org/wiki/Pedro_Nolasco_Cruz_Vergara,chile,20.0,Pedro Nolasco Cruz Vergara,1236685196.0,C
Jose Fernandez Dubrock,https://en.wikipedia.org/wiki/Jose_Fernandez_Dubrock,chile,20.0,Jose Fernandez Dubrock,1209556113.0,Stub
Juan Egaña,https://en.wikipedia.org/wiki/Juan_Egaña,chile,20.0,Juan Egaña,1246583619.0,Stub
Sergio Fernández Fernández,https://en.wikipedia.org/wiki/Sergio_Fernández_Fernández,chile,20.0,Sergio Fernández Fernández,1246582974.0,Stub
Ángel Flisfisch,https://en.wikipedia.org/wiki/Ángel_Flisfisch,chile,20.0,Ángel Flisfisch,1238013543.0,Start
Jaime Gazmuri,https://en.wikipedia.org/wiki/Jaime_Gazmuri,chile,20.0,Jaime Gazmuri,1220158605.0,C
Carlos González Márquez,https://en.wikipedia.org/wiki/Carlos_González_Márquez,chile,20.0,Carlos González Márquez,1241138604.0,Stub
"David Henríquez (footballer, born 1977)","https://en.wikipedia.org/wiki/David_Henríquez_(footballer,_born_1977)",chile,20.0,"David Henríquez (footballer, born 1977)",1241826912.0,Start
Alejandra Bravo Hidalgo,https://en.wikipedia.org/wiki/Alejandra_Bravo_Hidalgo,chile,20.0,Alejandra Bravo Hidalgo,1210732533.0,C
