name,country,Population,revision_id,article_quality,Region,Region_Population
Gail Christian,antigua and barbuda,0.1,1241563122.0,Start,CARIBBEAN,44.0
Mackenzie Frank,antigua and barbuda,0.1,1247632329.0,Stub,CARIBBEAN,44.0
Osbert Richard Frederick,antigua and barbuda,0.1,1241563130.0,Start,CARIBBEAN,44.0
Caleb Gardiner,antigua and barbuda,0.1,1241563135.0,Stub,CARIBBEAN,44.0
Shenella Mary Shadida Govia,antigua and barbuda,0.1,1241563138.0,Stub,CARIBBEAN,44.0
William Haynes-Smith,antigua and barbuda,0.1,1250666577.0,C,CARIBBEAN,44.0
Tim Hector,antigua and barbuda,0.1,1227026341.0,C,CARIBBEAN,44.0
Cheryl Mary Clare Hurst,antigua and barbuda,0.1,1242813942.0,Stub,CARIBBEAN,44.0
Wilfred Jacobs,antigua and barbuda,0.1,1246340247.0,Stub,CARIBBEAN,44.0
Rick James (actor),antigua and barbuda,0.1,1213836084.0,C,CARIBBEAN,44.0
Kiz Johnson,antigua and barbuda,0.1,1247632301.0,Stub,CARIBBEAN,44.0
Fabian Jones,antigua and barbuda,0.1,1247632282.0,Stub,CARIBBEAN,44.0
Johnathan Joseph (politician),antigua and barbuda,0.1,1241563151.0,Stub,CARIBBEAN,44.0
Kelvin Simon,antigua and barbuda,0.1,1241592202.0,Start,CARIBBEAN,44.0
Harold Lovell,antigua and barbuda,0.1,1241564680.0,Start,CARIBBEAN,44.0
Edmond Mansoor,antigua and barbuda,0.1,1248648606.0,Start,CARIBBEAN,44.0
David Massiah,antigua and barbuda,0.1,1247632248.0,Stub,CARIBBEAN,44.0
Joanne Massiah,antigua and barbuda,0.1,1241592526.0,Stub,CARIBBEAN,44.0
Dwayne George,antigua and barbuda,0.1,1247631631.0,Stub,CARIBBEAN,44.0
Knacyntar Nedd,antigua and barbuda,0.1,1247514093.0,Stub,CARIBBEAN,44.0
Melford Nicholas,antigua and barbuda,0.1,1241592535.0,Start,CARIBBEAN,44.0
Shawn Nicholas,antigua and barbuda,0.1,1247632364.0,Stub,CARIBBEAN,44.0
Bernard Percival,antigua and barbuda,0.1,1241564686.0,Stub,CARIBBEAN,44.0
Jamale Pringle,antigua and barbuda,0.1,1241592215.0,Stub,CARIBBEAN,44.0
Philip Shoul,antigua and barbuda,0.1,1247632342.0,Stub,CARIBBEAN,44.0
Rawdon Turner,antigua and barbuda,0.1,1247632346.0,Stub,CARIBBEAN,44.0
Alincia Williams-Grant,antigua and barbuda,0.1,1241592542.0,Start,CARIBBEAN,44.0
Juan Alemann,argentina,46.3,1227499891.0,Stub,SOUTH AMERICA,426.0
Germán Alfaro,argentina,46.3,1223272051.0,C,SOUTH AMERICA,426.0
Joaquín Samuel de Anchorena,argentina,46.3,1227458965.0,Start,SOUTH AMERICA,426.0
Juan Agustín Augier,argentina,46.3,1217815148.0,Stub,SOUTH AMERICA,426.0
Uladislao Augier,argentina,46.3,1217815124.0,Stub,SOUTH AMERICA,426.0
Marco Aurelio Avellaneda,argentina,46.3,1233010330.0,Start,SOUTH AMERICA,426.0
Joaquín Belgrano,argentina,46.3,1229623675.0,Start,SOUTH AMERICA,426.0
Antonio Bermejo,argentina,46.3,1225811362.0,Start,SOUTH AMERICA,426.0
Antonio Beruti,argentina,46.3,1243926512.0,Start,SOUTH AMERICA,426.0
Héctor Bidonde,argentina,46.3,1250713562.0,Start,SOUTH AMERICA,426.0
Silvano Bores,argentina,46.3,1225775647.0,Stub,SOUTH AMERICA,426.0
Exequiel Bustillo,argentina,46.3,1188044851.0,Start,SOUTH AMERICA,426.0
Mario Cafiero,argentina,46.3,1135193654.0,Stub,SOUTH AMERICA,426.0
Alberto Manuel Campos,argentina,46.3,1166331326.0,Start,SOUTH AMERICA,426.0
Alejo Castex,argentina,46.3,1231276700.0,C,SOUTH AMERICA,426.0
Dámaso Centeno,argentina,46.3,1245130520.0,Stub,SOUTH AMERICA,426.0
Rossana Chahla,argentina,46.3,1227517224.0,C,SOUTH AMERICA,426.0
Lázaro Chiappe,argentina,46.3,1232135530.0,Stub,SOUTH AMERICA,426.0
Carlos Corach,argentina,46.3,1227620960.0,Stub,SOUTH AMERICA,426.0
Jorge Coscia,argentina,46.3,1227459720.0,Stub,SOUTH AMERICA,426.0
Carlos de la Rosa,argentina,46.3,1209668330.0,Stub,SOUTH AMERICA,426.0
Juan Carlos Del Bello,argentina,46.3,1225784914.0,Stub,SOUTH AMERICA,426.0
Luis L. Domínguez,argentina,46.3,1234469779.0,C,SOUTH AMERICA,426.0
Máximo Etchecopar,argentina,46.3,1243279888.0,Start,SOUTH AMERICA,426.0
Héctor Toty Flores,argentina,46.3,1067754685.0,Stub,SOUTH AMERICA,426.0
Guillermo Francos,argentina,46.3,1245178482.0,Start,SOUTH AMERICA,426.0
Juan Fugl,argentina,46.3,1148828249.0,Stub,SOUTH AMERICA,426.0
Santiago Gallo,argentina,46.3,1039135531.0,Start,SOUTH AMERICA,426.0
Manuel José García,argentina,46.3,1227616001.0,Stub,SOUTH AMERICA,426.0
Juan José Gómez Centurión,argentina,46.3,1225793565.0,Stub,SOUTH AMERICA,426.0
Luis Carlos Gómez Centurión,argentina,46.3,1225793589.0,Stub,SOUTH AMERICA,426.0
Martín Guzmán,argentina,46.3,1227515965.0,C,SOUTH AMERICA,426.0
Federico Helguera,argentina,46.3,1162056054.0,Start,SOUTH AMERICA,426.0
Fernando Iglesias (Argentine politician),argentina,46.3,1217866134.0,C,SOUTH AMERICA,426.0
Ricardo Kennedy,argentina,46.3,1240898573.0,Stub,SOUTH AMERICA,426.0
Carlos Kunkel,argentina,46.3,1225799546.0,Stub,SOUTH AMERICA,426.0
Norberto La Porta,argentina,46.3,1225799869.0,Stub,SOUTH AMERICA,426.0
Andrés Larroque,argentina,46.3,1248572448.0,Start,SOUTH AMERICA,426.0
Julián de Leyva,argentina,46.3,1234698824.0,Stub,SOUTH AMERICA,426.0
Mónica López (politician),argentina,46.3,797826672.0,Stub,SOUTH AMERICA,426.0
Lucio Victorio Mansilla,argentina,46.3,1210433646.0,Start,SOUTH AMERICA,426.0
Nicolás Massot,argentina,46.3,1222899462.0,Start,SOUTH AMERICA,426.0
Martín Menem,argentina,46.3,1247590161.0,Start,SOUTH AMERICA,426.0
Juan Mignaburu,argentina,46.3,1166892817.0,Stub,SOUTH AMERICA,426.0
Guillermo Montenegro,argentina,46.3,1096175549.0,Stub,SOUTH AMERICA,426.0
Mariano Moreno,argentina,46.3,1248788227.0,FA,SOUTH AMERICA,426.0
Marcelo Muniagurria,argentina,46.3,1242262794.0,Start,SOUTH AMERICA,426.0
Fernando Nadra,argentina,46.3,1238199017.0,C,SOUTH AMERICA,426.0
Rómulo Sebastián Naón,argentina,46.3,1193099129.0,Start,SOUTH AMERICA,426.0
Santiago G. O'Farrell,argentina,46.3,1228141029.0,Start,SOUTH AMERICA,426.0
Alfredo Olmedo,argentina,46.3,1226445117.0,Stub,SOUTH AMERICA,426.0
Miguel Ángel Pesce,argentina,46.3,1211044406.0,Start,SOUTH AMERICA,426.0
Carlos Petroni,argentina,46.3,1199679676.0,C,SOUTH AMERICA,426.0
Alejo Peyret,argentina,46.3,1138003698.0,B,SOUTH AMERICA,426.0
Aldo Pignanelli,argentina,46.3,1106856167.0,Stub,SOUTH AMERICA,426.0
Abel Posse,argentina,46.3,1245068036.0,C,SOUTH AMERICA,426.0
Enrique S. Quintana,argentina,46.3,1016343362.0,Start,SOUTH AMERICA,426.0
Amán Rawson,argentina,46.3,1226040049.0,Start,SOUTH AMERICA,426.0
Martín Sabbatella,argentina,46.3,1166890663.0,C,SOUTH AMERICA,426.0
Juan Pablo Schiavi,argentina,46.3,1195011460.0,C,SOUTH AMERICA,426.0
Héctor Tizón,argentina,46.3,1222501416.0,Start,SOUTH AMERICA,426.0
Claudio Uberti,argentina,46.3,1245464700.0,C,SOUTH AMERICA,426.0
Arístides Villanueva,argentina,46.3,1227361697.0,Start,SOUTH AMERICA,426.0
Jorge Yoma,argentina,46.3,1191859791.0,C,SOUTH AMERICA,426.0
Ashot Arsenyan,armenia,3.0,1218601969.0,C,WESTERN ASIA,299.0
Vigen Chitechyan,armenia,3.0,1124301399.0,Stub,WESTERN ASIA,299.0
Hayk Chobanyan,armenia,3.0,1231768992.0,Start,WESTERN ASIA,299.0
Gurgen Egiazaryan,armenia,3.0,1103745376.0,Start,WESTERN ASIA,299.0
Parunak Ferukhan,armenia,3.0,1214660598.0,Stub,WESTERN ASIA,299.0
Gevorg Ghazaryan (politician),armenia,3.0,1180063729.0,Stub,WESTERN ASIA,299.0
Andrias Ghukasyan,armenia,3.0,1214660728.0,Start,WESTERN ASIA,299.0
Aram Grigoryan (politician),armenia,3.0,1214660921.0,Start,WESTERN ASIA,299.0
Vahagn Hovakimyan,armenia,3.0,1224369324.0,Start,WESTERN ASIA,299.0
Tigran Karapetyan,armenia,3.0,1231946069.0,Start,WESTERN ASIA,299.0
Tigran Khzmalyan,armenia,3.0,1237979345.0,C,WESTERN ASIA,299.0
Mikayel Kotanyan,armenia,3.0,1226313476.0,Start,WESTERN ASIA,299.0
Hrant Maloyan,armenia,3.0,1250311867.0,C,WESTERN ASIA,299.0
Khachatur Malumian,armenia,3.0,1210493386.0,C,WESTERN ASIA,299.0
Aram Manukyan,armenia,3.0,1214661551.0,Start,WESTERN ASIA,299.0
Gevorg Melik-Karagyozyan,armenia,3.0,1180063778.0,Stub,WESTERN ASIA,299.0
Vahan Minakhoryan,armenia,3.0,1214661649.0,Stub,WESTERN ASIA,299.0
Ruben Miroyan,armenia,3.0,1228290809.0,Start,WESTERN ASIA,299.0
Ruben Mirzakhanyan,armenia,3.0,1214661775.0,Start,WESTERN ASIA,299.0
Badal Muradyan,armenia,3.0,1214662146.0,Start,WESTERN ASIA,299.0
Narine Tukhikyan,armenia,3.0,1233470777.0,Start,WESTERN ASIA,299.0
Gabriel Noradoungian,armenia,3.0,1240224564.0,C,WESTERN ASIA,299.0
Israel Ori,armenia,3.0,1214986895.0,Start,WESTERN ASIA,299.0
Paul Paul,armenia,3.0,1215924661.0,Start,WESTERN ASIA,299.0
Garo Paylan,armenia,3.0,1249622641.0,C,WESTERN ASIA,299.0
Genrikh Poghosyan,armenia,3.0,1214662694.0,Start,WESTERN ASIA,299.0
Ishkhan Saghatelyan,armenia,3.0,1243510830.0,GA,WESTERN ASIA,299.0
Karen Sargsyan (sociologist),armenia,3.0,1217803359.0,Start,WESTERN ASIA,299.0
Martiros Sarukhanyan,armenia,3.0,1214669503.0,Stub,WESTERN ASIA,299.0
Vartkes Serengülian,armenia,3.0,1214669611.0,Start,WESTERN ASIA,299.0
Suren Shadunts,armenia,3.0,1242146414.0,Start,WESTERN ASIA,299.0
Ohannes Tchekidjian,armenia,3.0,1215201883.0,Start,WESTERN ASIA,299.0
Hrayr Tovmasyan,armenia,3.0,1243511026.0,Stub,WESTERN ASIA,299.0
Usub Bek Temuryan,armenia,3.0,1243494457.0,Stub,WESTERN ASIA,299.0
Kegham Vanigian,armenia,3.0,1214670011.0,Start,WESTERN ASIA,299.0
Serop Zakaryan,armenia,3.0,1222543352.0,Stub,WESTERN ASIA,299.0
Alfons Adam,austria,9.2,1244617588.0,Start,WESTERN EUROPE,199.0
Ingo Appelt,austria,9.2,1244447844.0,Stub,WESTERN EUROPE,199.0
"Maximilian Anton Karl, Count Baillet de Latour",austria,9.2,1226152632.0,Start,WESTERN EUROPE,199.0
Heinrich Alfred Barb,austria,9.2,1214670404.0,Start,WESTERN EUROPE,199.0
Leopold Berchtold,austria,9.2,1228353209.0,C,WESTERN EUROPE,199.0
Joseph Buttinger,austria,9.2,1214670744.0,Start,WESTERN EUROPE,199.0
Prince Carl of Solms-Braunfels,austria,9.2,1237091760.0,C,WESTERN EUROPE,199.0
Count Václav Antonín Chotek of Chotkov and Vojnín,austria,9.2,1214682376.0,Start,WESTERN EUROPE,199.0
Citizens' Ministry,austria,9.2,1200893975.0,C,WESTERN EUROPE,199.0
Richard von Coudenhove-Kalergi,austria,9.2,1243336388.0,C,WESTERN EUROPE,199.0
Franz Dinghofer,austria,9.2,1251039794.0,GA,WESTERN EUROPE,199.0
George Abraham von Dyhrn,austria,9.2,1231555745.0,Stub,WESTERN EUROPE,199.0
Eduard von Grebmer zu Wolfsthurn,austria,9.2,1216075327.0,Start,WESTERN EUROPE,199.0
Barbara Eibinger-Miedl,austria,9.2,,,WESTERN EUROPE,199.0
Hans Ferlitsch,austria,9.2,1240489075.0,Stub,WESTERN EUROPE,199.0
Friedhelm Frischenschlager,austria,9.2,1223497595.0,Start,WESTERN EUROPE,199.0
Walter Guggenberger,austria,9.2,1154443829.0,Start,WESTERN EUROPE,199.0
Ulrich Habsburg-Lothringen,austria,9.2,1216088776.0,Start,WESTERN EUROPE,199.0
Ernst Hampel (politician),austria,9.2,1232067132.0,Stub,WESTERN EUROPE,199.0
Hans Peter Haselsteiner,austria,9.2,1226351964.0,Start,WESTERN EUROPE,199.0
Friedrich Wilhelm von Haugwitz,austria,9.2,1215043658.0,C,WESTERN EUROPE,199.0
Eduard Hedvicek,austria,9.2,1215043825.0,Stub,WESTERN EUROPE,199.0
Hermann Stern,austria,9.2,1215044008.0,C,WESTERN EUROPE,199.0
Jürgen Himmelbauer,austria,9.2,1215045853.0,Stub,WESTERN EUROPE,199.0
Anton Hofer,austria,9.2,1215044432.0,Start,WESTERN EUROPE,199.0
Andreas Hörtnagl,austria,9.2,1215046038.0,Stub,WESTERN EUROPE,199.0
Franz Jetzinger,austria,9.2,1214236945.0,Start,WESTERN EUROPE,199.0
Konstantin Jireček,austria,9.2,1242771327.0,C,WESTERN EUROPE,199.0
Hugo Jury,austria,9.2,1225140706.0,C,WESTERN EUROPE,199.0
Joseph Kenner,austria,9.2,1169137921.0,Start,WESTERN EUROPE,199.0
Theodor Kery,austria,9.2,1215046740.0,Stub,WESTERN EUROPE,199.0
Michael Killisch-Horn,austria,9.2,1106829544.0,Stub,WESTERN EUROPE,199.0
Sophia Kircher,austria,9.2,1242552103.0,Stub,WESTERN EUROPE,199.0
Hubert Klausner,austria,9.2,1242810704.0,Start,WESTERN EUROPE,199.0
Martin Kocher,austria,9.2,1241392879.0,Stub,WESTERN EUROPE,199.0
Józef Kożdoń,austria,9.2,1215053905.0,C,WESTERN EUROPE,199.0
Gottfried von Kühnelt-Leddihn,austria,9.2,1235730032.0,Start,WESTERN EUROPE,199.0
Franz Leitner (politician),austria,9.2,1215054152.0,Stub,WESTERN EUROPE,199.0
Elmar Lichtenegger,austria,9.2,1215483185.0,Start,WESTERN EUROPE,199.0
Julius Lippert (historian),austria,9.2,1248432097.0,Stub,WESTERN EUROPE,199.0
Reinhold Lopatka,austria,9.2,1250933660.0,Stub,WESTERN EUROPE,199.0
Karl Lütgendorf,austria,9.2,1231556108.0,Stub,WESTERN EUROPE,199.0
Jürgen Mandl,austria,9.2,1215054486.0,Stub,WESTERN EUROPE,199.0
Renate Mann,austria,9.2,1099978355.0,Stub,WESTERN EUROPE,199.0
Ferdinand Mannlicher,austria,9.2,1250188481.0,C,WESTERN EUROPE,199.0
Christoph Matznetter,austria,9.2,1250934182.0,Start,WESTERN EUROPE,199.0
Johann Gregor Memhardt,austria,9.2,1226209962.0,Stub,WESTERN EUROPE,199.0
Franz Moroder,austria,9.2,1228417930.0,C,WESTERN EUROPE,199.0
Heinz Nittel,austria,9.2,1226214871.0,Stub,WESTERN EUROPE,199.0
Heidemaria Onodi,austria,9.2,1246630894.0,Start,WESTERN EUROPE,199.0
Brigitta Pallauf,austria,9.2,1215184008.0,Start,WESTERN EUROPE,199.0
Wladimir von Pawlowski,austria,9.2,1242446030.0,Stub,WESTERN EUROPE,199.0
Johann Anton von Pergen,austria,9.2,1248404055.0,C,WESTERN EUROPE,199.0
Gerhard Pfanzelter,austria,9.2,1238011369.0,Start,WESTERN EUROPE,199.0
Walter Pfrimer,austria,9.2,1249288737.0,C,WESTERN EUROPE,199.0
Leopold Poetsch,austria,9.2,1251056800.0,Start,WESTERN EUROPE,199.0
Thomas Prinzhorn,austria,9.2,1215185462.0,C,WESTERN EUROPE,199.0
Gregor Razumovsky (activist),austria,9.2,1236098636.0,C,WESTERN EUROPE,199.0
Horst Rosenkranz,austria,9.2,1215185628.0,Start,WESTERN EUROPE,199.0
Emil Sax,austria,9.2,1215185845.0,Start,WESTERN EUROPE,199.0
Peter Schieder,austria,9.2,1239601735.0,Start,WESTERN EUROPE,199.0
Karl Schmitzer,austria,9.2,1215186109.0,Stub,WESTERN EUROPE,199.0
Sonja Zwazl,austria,9.2,1235856770.0,Start,WESTERN EUROPE,199.0
"Georg Adam, Prince of Starhemberg",austria,9.2,1215186237.0,C,WESTERN EUROPE,199.0
Gundaker Thomas Starhemberg,austria,9.2,1246777408.0,Start,WESTERN EUROPE,199.0
Josef Staribacher,austria,9.2,1215186443.0,Stub,WESTERN EUROPE,199.0
Peter Strasser (politician),austria,9.2,1240951343.0,Start,WESTERN EUROPE,199.0
Julius Tandler,austria,9.2,1153989705.0,Start,WESTERN EUROPE,199.0
"Leopold, Count von Thun und Hohenstein",austria,9.2,1215186791.0,C,WESTERN EUROPE,199.0
Karl Freiherr von Vogelsang,austria,9.2,1231556362.0,Start,WESTERN EUROPE,199.0
Anton von Winzor,austria,9.2,1231556425.0,Stub,WESTERN EUROPE,199.0
Gisela Wurm,austria,9.2,1215187415.0,Stub,WESTERN EUROPE,199.0
Alexander Zach,austria,9.2,1215187552.0,Stub,WESTERN EUROPE,199.0
Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,austria,9.2,1243965585.0,Start,WESTERN EUROPE,199.0
Karl von Zinzendorf,austria,9.2,1240906258.0,Start,WESTERN EUROPE,199.0
Muzamil Abdullayev,azerbaijan,10.2,1223484511.0,Stub,WESTERN ASIA,299.0
Leyla Abdullayeva,azerbaijan,10.2,1230366514.0,Start,WESTERN ASIA,299.0
Elchin Afandiyev,azerbaijan,10.2,1243626881.0,Start,WESTERN ASIA,299.0
Fazail Agamali,azerbaijan,10.2,1250642641.0,C,WESTERN ASIA,299.0
Aliabbas Salahzade,azerbaijan,10.2,1211047878.0,Start,WESTERN ASIA,299.0
Enver Alikhanov,azerbaijan,10.2,1161577254.0,Stub,WESTERN ASIA,299.0
Tarlan Aliyarbayov,azerbaijan,10.2,1240965677.0,GA,WESTERN ASIA,299.0
Dilara Aliyeva,azerbaijan,10.2,1236388140.0,Start,WESTERN ASIA,299.0
Araz Alizadeh,azerbaijan,10.2,1246060446.0,Stub,WESTERN ASIA,299.0
Ali Asadov,azerbaijan,10.2,1237483914.0,C,WESTERN ASIA,299.0
Ashraf Bey Taghiyev,azerbaijan,10.2,1213943020.0,Start,WESTERN ASIA,299.0
Chimnaz Aslanova,azerbaijan,10.2,1245503366.0,Start,WESTERN ASIA,299.0
Akram Aylisli,azerbaijan,10.2,1247420701.0,C,WESTERN ASIA,299.0
Sahil Babayev,azerbaijan,10.2,1207600921.0,C,WESTERN ASIA,299.0
Huseyngulu Baghirov,azerbaijan,10.2,1199215674.0,Start,WESTERN ASIA,299.0
Bakhish bey Rustambeyov,azerbaijan,10.2,1246060690.0,Start,WESTERN ASIA,299.0
Alovsat Bakhshiyev,azerbaijan,10.2,1207738330.0,Start,WESTERN ASIA,299.0
Mirgasim Cheshmazer,azerbaijan,10.2,1226415908.0,Start,WESTERN ASIA,299.0
Vilayat Eyvazov,azerbaijan,10.2,1208072134.0,Start,WESTERN ASIA,299.0
Abdurrahman Fatalibeyli,azerbaijan,10.2,1241052691.0,C,WESTERN ASIA,299.0
Fazail Ibrahimli,azerbaijan,10.2,1243509483.0,Start,WESTERN ASIA,299.0
Afshan Gadimbeyova,azerbaijan,10.2,1243747432.0,Start,WESTERN ASIA,299.0
Garib Karimoğlu,azerbaijan,10.2,1246060699.0,Start,WESTERN ASIA,299.0
Gudrat Gasanguliev,azerbaijan,10.2,1234004989.0,Start,WESTERN ASIA,299.0
Mehrali Gasimov,azerbaijan,10.2,,,WESTERN ASIA,299.0
Solomon Grobshtein,azerbaijan,10.2,1067081975.0,Stub,WESTERN ASIA,299.0
Teymur Guliyev,azerbaijan,10.2,1232296078.0,Stub,WESTERN ASIA,299.0
Mammad Gurbanov,azerbaijan,10.2,1237445893.0,Start,WESTERN ASIA,299.0
Musa Hacigasimov,azerbaijan,10.2,1236490449.0,Stub,WESTERN ASIA,299.0
Asaf Hajiyev,azerbaijan,10.2,1235219197.0,C,WESTERN ASIA,299.0
Haji Molla Ahmad Nuruzade,azerbaijan,10.2,1239189558.0,GA,WESTERN ASIA,299.0
Farhad Hajiyev,azerbaijan,10.2,1246286594.0,Start,WESTERN ASIA,299.0
Hasan Majidov,azerbaijan,10.2,1236490430.0,Start,WESTERN ASIA,299.0
Hasan Hasanli,azerbaijan,10.2,1244589428.0,Start,WESTERN ASIA,299.0
Jamil Hasanli,azerbaijan,10.2,1248447237.0,C,WESTERN ASIA,299.0
Ali M. Hasanov,azerbaijan,10.2,1245282668.0,C,WESTERN ASIA,299.0
Zakir Hasanov,azerbaijan,10.2,1224596001.0,C,WESTERN ASIA,299.0
Ali Huseynli,azerbaijan,10.2,1245270394.0,Start,WESTERN ASIA,299.0
Alisahib Huseynov,azerbaijan,10.2,1246588423.0,Start,WESTERN ASIA,299.0
Ali Ibrahimov,azerbaijan,10.2,1244157806.0,Start,WESTERN ASIA,299.0
Irshad Aliyev,azerbaijan,10.2,1225308278.0,Stub,WESTERN ASIA,299.0
Mamed Iskenderov,azerbaijan,10.2,1244201378.0,Start,WESTERN ASIA,299.0
Vidadi Isgandarov,azerbaijan,10.2,1249203876.0,Start,WESTERN ASIA,299.0
Ajdar Ismailov,azerbaijan,10.2,1157124148.0,C,WESTERN ASIA,299.0
Saftar Jafarov,azerbaijan,10.2,1222623261.0,Start,WESTERN ASIA,299.0
Jeyhun Jalilov,azerbaijan,10.2,1228687346.0,Start,WESTERN ASIA,299.0
Arastun Javadov,azerbaijan,10.2,1147579900.0,Stub,WESTERN ASIA,299.0
Rovshan Javadov,azerbaijan,10.2,1250266366.0,C,WESTERN ASIA,299.0
Anar Karimov,azerbaijan,10.2,1245270299.0,Start,WESTERN ASIA,299.0
Boris Kevorkov,azerbaijan,10.2,1217681945.0,Start,WESTERN ASIA,299.0
Gurban Khalilov,azerbaijan,10.2,1243520102.0,Start,WESTERN ASIA,299.0
Ahmad Kordary,azerbaijan,10.2,1187254621.0,Stub,WESTERN ASIA,299.0
Lutfali bey Behbudov,azerbaijan,10.2,1226230854.0,C,WESTERN ASIA,299.0
Ilham Madatov,azerbaijan,10.2,1011331249.0,Start,WESTERN ASIA,299.0
Makhmud Mamed-Guliev,azerbaijan,10.2,1243510539.0,Start,WESTERN ASIA,299.0
Majnun Mammadov,azerbaijan,10.2,1248225337.0,Start,WESTERN ASIA,299.0
Musa Mammadov,azerbaijan,10.2,1243510550.0,Start,WESTERN ASIA,299.0
Ramin Mammadov,azerbaijan,10.2,1248662299.0,Start,WESTERN ASIA,299.0
Elshad Mirbashir oghlu,azerbaijan,10.2,1194162044.0,C,WESTERN ASIA,299.0
Tahir Mirkishili,azerbaijan,10.2,1210593900.0,Start,WESTERN ASIA,299.0
Movsum Samadov,azerbaijan,10.2,1241255046.0,C,WESTERN ASIA,299.0
Fuad Naghiyev,azerbaijan,10.2,1248662296.0,Start,WESTERN ASIA,299.0
Eldar Namazov,azerbaijan,10.2,1206211739.0,Start,WESTERN ASIA,299.0
Namig Nasrullayev,azerbaijan,10.2,1158375491.0,Stub,WESTERN ASIA,299.0
Siyavush Novruzov,azerbaijan,10.2,1243520070.0,C,WESTERN ASIA,299.0
Zahid Oruj,azerbaijan,10.2,1213965350.0,Start,WESTERN ASIA,299.0
Sadig Rahimov,azerbaijan,10.2,1245157534.0,C,WESTERN ASIA,299.0
Suleyman Rahimov,azerbaijan,10.2,1193027962.0,C,WESTERN ASIA,299.0
Huseyn Rahmanov,azerbaijan,10.2,1106104383.0,Stub,WESTERN ASIA,299.0
Rovshen Rzayev,azerbaijan,10.2,1208078338.0,Start,WESTERN ASIA,299.0
Hasan Seyidov,azerbaijan,10.2,1148385245.0,Stub,WESTERN ASIA,299.0
Hasan Seyidov (scientist),azerbaijan,10.2,1198202282.0,Start,WESTERN ASIA,299.0
Parviz Shahbazov,azerbaijan,10.2,1213858589.0,Start,WESTERN ASIA,299.0
Mammad agha Shahtakhtinski,azerbaijan,10.2,1185599926.0,C,WESTERN ASIA,299.0
Abid Sharifov,azerbaijan,10.2,1243510547.0,Start,WESTERN ASIA,299.0
Shirali Akhundov,azerbaijan,10.2,1213002608.0,C,WESTERN ASIA,299.0
Ikhtiyar Shirinov,azerbaijan,10.2,1243510572.0,Stub,WESTERN ASIA,299.0
Bakhtiyar Vahabzadeh,azerbaijan,10.2,1249675761.0,C,WESTERN ASIA,299.0
Vugar Mustafayev (minister),azerbaijan,10.2,1208077047.0,Start,WESTERN ASIA,299.0
Yusif Ziya Talibzadeh,azerbaijan,10.2,1243510546.0,GA,WESTERN ASIA,299.0
Nurali Yusifbayli,azerbaijan,10.2,1243510541.0,Start,WESTERN ASIA,299.0
Keith Bell (Bahamian politician),bahamas,0.4,1243023554.0,Start,CARIBBEAN,44.0
Charles Carter (Bahamian journalist),bahamas,0.4,1162793449.0,C,CARIBBEAN,44.0
Harold Christie,bahamas,0.4,1142294843.0,Start,CARIBBEAN,44.0
Timothy Donaldson,bahamas,0.4,1245586658.0,C,CARIBBEAN,44.0
Eugene Dupuch,bahamas,0.4,1181612386.0,Start,CARIBBEAN,44.0
Joseph Robert Love,bahamas,0.4,1177467150.0,C,CARIBBEAN,44.0
McKell Bonaby,bahamas,0.4,1238577650.0,Stub,CARIBBEAN,44.0
Pakesia Parker-Edgecombe,bahamas,0.4,1226025677.0,Start,CARIBBEAN,44.0
James Carmichael Smith (postmaster),bahamas,0.4,1248344476.0,C,CARIBBEAN,44.0
Mohammed Isa Al Abbasi,bahrain,1.6,1171757402.0,Stub,WESTERN ASIA,299.0
Abdulla Adel Fakhro,bahrain,1.6,1223700072.0,Start,WESTERN ASIA,299.0
Abdullah bin Isa Al Khalifa,bahrain,1.6,1182830303.0,Start,WESTERN ASIA,299.0
Ahmed Behzad (Bahrain),bahrain,1.6,1063482737.0,Stub,WESTERN ASIA,299.0
Kamal Ahmed (politician),bahrain,1.6,1215486840.0,Stub,WESTERN ASIA,299.0
Mohamed Ali Hasan Ali,bahrain,1.6,1006173162.0,Stub,WESTERN ASIA,299.0
Khalid Almoayed,bahrain,1.6,1215466172.0,Stub,WESTERN ASIA,299.0
Aymen Tawfeeq Almoayed,bahrain,1.6,1227286508.0,Start,WESTERN ASIA,299.0
Nazar Al Baharna,bahrain,1.6,1241906132.0,Start,WESTERN ASIA,299.0
Mahmood Al Bahrani,bahrain,1.6,1161492589.0,Stub,WESTERN ASIA,299.0
Ammar Al Bannai,bahrain,1.6,1231654401.0,Start,WESTERN ASIA,299.0
Jawad Fairooz,bahrain,1.6,1177286981.0,Start,WESTERN ASIA,299.0
Qasim Fakhro,bahrain,1.6,1099067663.0,Start,WESTERN ASIA,299.0
Faisal al-Hamar,bahrain,1.6,1218302538.0,Stub,WESTERN ASIA,299.0
Nabeel bin Yaqub Al-Hamar,bahrain,1.6,1159628135.0,Stub,WESTERN ASIA,299.0
Isa bin Abdulrahman Al Hammadi,bahrain,1.6,1098344827.0,Stub,WESTERN ASIA,299.0
Jameel Humadan,bahrain,1.6,1148959062.0,Start,WESTERN ASIA,299.0
Isa bin Ibrahim Al Khalifa,bahrain,1.6,1146485875.0,Stub,WESTERN ASIA,299.0
Fahmi al-Jowder,bahrain,1.6,1172576081.0,Stub,WESTERN ASIA,299.0
