name,country,Population,revision_id,article_quality,Region,Region_Population
Nikica Gabrić,croatia,3.8,1100953009.0,Stub,SOUTHERN EUROPE,152.0
Leon Geršković,croatia,3.8,1248050628.0,Start,SOUTHERN EUROPE,152.0
Pavle Gregorić,croatia,3.8,1226126469.0,Stub,SOUTHERN EUROPE,152.0
Ernest Jelušić,croatia,3.8,1213664091.0,Start,SOUTHERN EUROPE,152.0
Emerik Josipović,croatia,3.8,1242194990.0,Stub,SOUTHERN EUROPE,152.0
Gejza Josipović,croatia,3.8,1242195010.0,Stub,SOUTHERN EUROPE,152.0
Radovan Juričić,croatia,3.8,1242200310.0,Start,SOUTHERN EUROPE,152.0
Luka Kirac,croatia,3.8,1241257381.0,GA,SOUTHERN EUROPE,152.0
Stjepan Kovačević,croatia,3.8,1240854187.0,Stub,SOUTHERN EUROPE,152.0
Josip Kregar,croatia,3.8,1159514930.0,Start,SOUTHERN EUROPE,152.0
Izidor Kršnjavi,croatia,3.8,1224321567.0,Start,SOUTHERN EUROPE,152.0
Ivo Krstelj,croatia,3.8,1196420740.0,Start,SOUTHERN EUROPE,152.0
Šime Kurelić,croatia,3.8,1242200393.0,Start,SOUTHERN EUROPE,152.0
Ante Mandić,croatia,3.8,1165990465.0,Stub,SOUTHERN EUROPE,152.0
Gavro Manojlović,croatia,3.8,1244827949.0,Start,SOUTHERN EUROPE,152.0
Vladimir Mažuranić,croatia,3.8,1070845254.0,Start,SOUTHERN EUROPE,152.0
Francesco Neffat,croatia,3.8,1242200438.0,Start,SOUTHERN EUROPE,152.0
Fran Novljan,croatia,3.8,1233137907.0,Start,SOUTHERN EUROPE,152.0
Adam Oster,croatia,3.8,1245862304.0,Stub,SOUTHERN EUROPE,152.0
Kata Pejnović,croatia,3.8,1186773296.0,Start,SOUTHERN EUROPE,152.0
Ivo Pilar,croatia,3.8,1195042286.0,C,SOUTHERN EUROPE,152.0
Pero Pirker,croatia,3.8,1184135617.0,GA,SOUTHERN EUROPE,152.0
Vladimir Prebeg,croatia,3.8,1250642239.0,Start,SOUTHERN EUROPE,152.0
Svetozar Pribićević,croatia,3.8,1244954755.0,C,SOUTHERN EUROPE,152.0
Niko Pucić,croatia,3.8,1225745592.0,Start,SOUTHERN EUROPE,152.0
Rafael Pucić,croatia,3.8,1242200763.0,Stub,SOUTHERN EUROPE,152.0
Ivica Puljak,croatia,3.8,1242200734.0,Start,SOUTHERN EUROPE,152.0
Mario Radić (politician),croatia,3.8,1248279415.0,Start,SOUTHERN EUROPE,152.0
Svetozar Rittig,croatia,3.8,1152450124.0,C,SOUTHERN EUROPE,152.0
Juraj Rukavina Vidovgradski (politician),croatia,3.8,1199041014.0,Start,SOUTHERN EUROPE,152.0
Juraj Rukavina Vidovgradski (soldier),croatia,3.8,1228906309.0,Start,SOUTHERN EUROPE,152.0
Vjekoslav Servatzy,croatia,3.8,1250320232.0,Start,SOUTHERN EUROPE,152.0
Ivan Vilibor Sinčić,croatia,3.8,1218195373.0,Start,SOUTHERN EUROPE,152.0
Tadija Smičiklas,croatia,3.8,1206321887.0,C,SOUTHERN EUROPE,152.0
Predrag Štromar,croatia,3.8,1248957475.0,Start,SOUTHERN EUROPE,152.0
Josip Juraj Strossmayer,croatia,3.8,1251043125.0,GA,SOUTHERN EUROPE,152.0
Ante Šupuk,croatia,3.8,1249621933.0,Start,SOUTHERN EUROPE,152.0
Đuro Šurmin,croatia,3.8,1244827930.0,Start,SOUTHERN EUROPE,152.0
Petar Dragan Turković,croatia,3.8,1231554939.0,Start,SOUTHERN EUROPE,152.0
Vjenceslav Turković,croatia,3.8,1153423503.0,Start,SOUTHERN EUROPE,152.0
Ljudevit Vukotinović,croatia,3.8,1230143347.0,C,SOUTHERN EUROPE,152.0
Dragan Vulin,croatia,3.8,1237706689.0,Start,SOUTHERN EUROPE,152.0
Većeslav Wilder,croatia,3.8,1243528111.0,Stub,SOUTHERN EUROPE,152.0
Lordan Zafranović,croatia,3.8,1244528472.0,C,SOUTHERN EUROPE,152.0
Ivana Živković,croatia,3.8,1249365592.0,C,SOUTHERN EUROPE,152.0
Savo Zlatić,croatia,3.8,1242200639.0,C,SOUTHERN EUROPE,152.0
Ante Županović,croatia,3.8,1242198727.0,Stub,SOUTHERN EUROPE,152.0
Prime Ministers of Cuba,cuba,11.0,1222418736.0,Stub,CARIBBEAN,44.0
President of Cuba,cuba,11.0,1242576787.0,C,CARIBBEAN,44.0
Eduardo Agramonte Piña,cuba,11.0,1243507972.0,C,CARIBBEAN,44.0
Ignacio Agramonte,cuba,11.0,1245421466.0,C,CARIBBEAN,44.0
Francisco Agüero Velasco,cuba,11.0,1245421581.0,Start,CARIBBEAN,44.0
Alberto López Díaz,cuba,11.0,1245925886.0,Stub,CARIBBEAN,44.0
Sebastian Arcos Bergnes,cuba,11.0,1247415268.0,C,CARIBBEAN,44.0
Gustavo Arcos,cuba,11.0,1243522956.0,Start,CARIBBEAN,44.0
Juan de Ayala y Escobar,cuba,11.0,1247807424.0,C,CARIBBEAN,44.0
Miguel Brugueras,cuba,11.0,1233083421.0,Stub,CARIBBEAN,44.0
Leopoldo Cancio,cuba,11.0,1244331581.0,Start,CARIBBEAN,44.0
Demetrio Castillo Duany,cuba,11.0,1243523096.0,Start,CARIBBEAN,44.0
Vicente Manuel de Céspedes,cuba,11.0,1247766081.0,C,CARIBBEAN,44.0
Manuel Cidre,cuba,11.0,1232266957.0,Start,CARIBBEAN,44.0
Rosendo Collazo,cuba,11.0,1245672019.0,GA,CARIBBEAN,44.0
Concepción Campa Huergo,cuba,11.0,1193703609.0,Stub,CARIBBEAN,44.0
José María Coppinger,cuba,11.0,1243523164.0,GA,CARIBBEAN,44.0
Miguel Díaz-Canel,cuba,11.0,1249943418.0,GA,CARIBBEAN,44.0
Manuel Dorta-Duque,cuba,11.0,1234507221.0,C,CARIBBEAN,44.0
Carlos Fernández Gondín,cuba,11.0,1227798452.0,Start,CARIBBEAN,44.0
Orestes Ferrara,cuba,11.0,1245068603.0,C,CARIBBEAN,44.0
Porfirio Franca,cuba,11.0,1236334421.0,Start,CARIBBEAN,44.0
Francisco de Arango y Parreño,cuba,11.0,1243507990.0,C,CARIBBEAN,44.0
Edith García Buchaca,cuba,11.0,1240107237.0,FA,CARIBBEAN,44.0
Eumelín González Sánchez,cuba,11.0,1225247475.0,Stub,CARIBBEAN,44.0
Aurelio Hevia,cuba,11.0,1234522185.0,Stub,CARIBBEAN,44.0
Fernando Heydrich,cuba,11.0,1234517177.0,Start,CARIBBEAN,44.0
Alfredo Hornedo,cuba,11.0,1251044810.0,C,CARIBBEAN,44.0
José Irisarri,cuba,11.0,1242914466.0,C,CARIBBEAN,44.0
Perfecto Lacoste,cuba,11.0,1243523067.0,C,CARIBBEAN,44.0
José Francisco Lemus,cuba,11.0,1243507993.0,Start,CARIBBEAN,44.0
Manuel Marrero Cruz,cuba,11.0,1232587321.0,Start,CARIBBEAN,44.0
Rubén Martínez Puente,cuba,11.0,1180190049.0,Stub,CARIBBEAN,44.0
Augusto Martínez Sánchez,cuba,11.0,1227744657.0,C,CARIBBEAN,44.0
Bartolomé Masó,cuba,11.0,1244157626.0,Start,CARIBBEAN,44.0
Ramón Meza y Suárez Inclán,cuba,11.0,1231615289.0,Start,CARIBBEAN,44.0
Rafael Montoro,cuba,11.0,1243522972.0,Stub,CARIBBEAN,44.0
Bartolomé Morales,cuba,11.0,1247766152.0,Start,CARIBBEAN,44.0
José Núñez de Cáceres,cuba,11.0,1245769290.0,FA,CARIBBEAN,44.0
Juan Vitalio Acuña Núñez,cuba,11.0,1226339054.0,Stub,CARIBBEAN,44.0
Frank País,cuba,11.0,1239091687.0,C,CARIBBEAN,44.0
Pedro Esteban González-Larrinaga,cuba,11.0,1236334617.0,Start,CARIBBEAN,44.0
Guillermo Portela,cuba,11.0,1243523143.0,Start,CARIBBEAN,44.0
Juan Nepomuceno de Quesada,cuba,11.0,1247766173.0,C,CARIBBEAN,44.0
Luis Alberto Rodríguez López-Calleja,cuba,11.0,1232888485.0,Start,CARIBBEAN,44.0
Francisco Sánchez Betancourt,cuba,11.0,1238415935.0,Start,CARIBBEAN,44.0
"Salvador José de Muro, 2nd Marquis of Someruelos",cuba,11.0,1245227544.0,GA,CARIBBEAN,44.0
Laureano de Torres y Ayala,cuba,11.0,1242072670.0,C,CARIBBEAN,44.0
Salvador Valdés Mesa,cuba,11.0,1208194413.0,Start,CARIBBEAN,44.0
Antonio Zambrana,cuba,11.0,1243494819.0,B,CARIBBEAN,44.0
Mine Atlı,cyprus,1.3,1236408162.0,Stub,WESTERN ASIA,299.0
Christos Christou (politician),cyprus,1.3,1238915793.0,Start,WESTERN ASIA,299.0
Ioannis Clerides,cyprus,1.3,1241434918.0,Start,WESTERN ASIA,299.0
Katherine Clerides,cyprus,1.3,1247374009.0,C,WESTERN ASIA,299.0
Takis Evdokas,cyprus,1.3,1225988181.0,Stub,WESTERN ASIA,299.0
Oz Karahan,cyprus,1.3,1247898976.0,Start,WESTERN ASIA,299.0
Stelios Koiliaris,cyprus,1.3,1227623541.0,Stub,WESTERN ASIA,299.0
Andreas Koukouma,cyprus,1.3,1230635455.0,C,WESTERN ASIA,299.0
Pantelis Kouros,cyprus,1.3,1222103574.0,Stub,WESTERN ASIA,299.0
Kyrillos III of Cyprus,cyprus,1.3,1247976080.0,Start,WESTERN ASIA,299.0
Michalis Paraskevas,cyprus,1.3,1115935468.0,C,WESTERN ASIA,299.0
Christos Patsalides,cyprus,1.3,1227623663.0,Stub,WESTERN ASIA,299.0
Nicos A. Rolandis,cyprus,1.3,1227623813.0,Start,WESTERN ASIA,299.0
Benon Sevan,cyprus,1.3,1233091293.0,C,WESTERN ASIA,299.0
Stefanos Stefanou,cyprus,1.3,1214952087.0,B,WESTERN ASIA,299.0
Michael Zampelas,cyprus,1.3,1215793256.0,Start,WESTERN ASIA,299.0
Josef Barák,czechia,10.9,1226223919.0,Stub,EASTERN EUROPE,285.0
Dagmar Burešová,czechia,10.9,1193622801.0,C,EASTERN EUROPE,285.0
František Ringo Čech,czechia,10.9,1240795935.0,C,EASTERN EUROPE,285.0
Jaroslav Chalupský,czechia,10.9,1117846787.0,Stub,EASTERN EUROPE,285.0
Count Václav Antonín Chotek of Chotkov and Vojnín,czechia,10.9,1214682376.0,Start,EASTERN EUROPE,285.0
Petr Cibulka,czechia,10.9,1210656703.0,Start,EASTERN EUROPE,285.0
Josef Šebestián Daubek,czechia,10.9,1187583083.0,Start,EASTERN EUROPE,285.0
Karel Domin,czechia,10.9,1233866042.0,Start,EASTERN EUROPE,285.0
Jaroslav Foldyna,czechia,10.9,1244076107.0,Start,EASTERN EUROPE,285.0
Vladimír Franz,czechia,10.9,1248620062.0,C,EASTERN EUROPE,285.0
Josef Václav Frič,czechia,10.9,1221494976.0,Start,EASTERN EUROPE,285.0
Radola Gajda,czechia,10.9,1220980390.0,C,EASTERN EUROPE,285.0
Julius Gregr,czechia,10.9,395521877.0,Stub,EASTERN EUROPE,285.0
Tomáš Grulich,czechia,10.9,1248266864.0,Stub,EASTERN EUROPE,285.0
Karel Havlík,czechia,10.9,1100828466.0,Stub,EASTERN EUROPE,285.0
Eduard Hedvicek,czechia,10.9,1215043825.0,Stub,EASTERN EUROPE,285.0
Vladimír Hučín,czechia,10.9,1123581664.0,Start,EASTERN EUROPE,285.0
Stanislav Huml,czechia,10.9,1235129120.0,Stub,EASTERN EUROPE,285.0
Martin Jahn,czechia,10.9,1214958856.0,Start,EASTERN EUROPE,285.0
Antonín Janoušek,czechia,10.9,1241436446.0,Start,EASTERN EUROPE,285.0
Josef Ježek,czechia,10.9,1220213589.0,C,EASTERN EUROPE,285.0
Ladislav Jirků,czechia,10.9,1121164966.0,Stub,EASTERN EUROPE,285.0
Svatopluk Karásek,czechia,10.9,1174014061.0,Stub,EASTERN EUROPE,285.0
"Wenzel Anton, Prince of Kaunitz-Rietberg",czechia,10.9,1250983651.0,C,EASTERN EUROPE,285.0
Philip Kinsky of Wchinitz and Tettau,czechia,10.9,1173967196.0,Start,EASTERN EUROPE,285.0
Bohuslav Kokotek,czechia,10.9,1153657412.0,Start,EASTERN EUROPE,285.0
Jiří Kopal,czechia,10.9,1229089252.0,C,EASTERN EUROPE,285.0
Jan Krejčí,czechia,10.9,1133055905.0,C,EASTERN EUROPE,285.0
Tomáš Kvapil,czechia,10.9,1180976983.0,Stub,EASTERN EUROPE,285.0
Jan Lacina,czechia,10.9,1193596060.0,GA,EASTERN EUROPE,285.0
Lubomír Ledl,czechia,10.9,1189600825.0,Stub,EASTERN EUROPE,285.0
Miroslav Lidinský,czechia,10.9,1226706928.0,C,EASTERN EUROPE,285.0
Jiří Lobkowicz,czechia,10.9,1036408754.0,Stub,EASTERN EUROPE,285.0
Jiří Löw,czechia,10.9,1241435562.0,C,EASTERN EUROPE,285.0
Ivan Mašek,czechia,10.9,1174219428.0,Stub,EASTERN EUROPE,285.0
Mikuláš of Hus,czechia,10.9,1243344552.0,Stub,EASTERN EUROPE,285.0
Zdeněk Mraček,czechia,10.9,1106394242.0,Stub,EASTERN EUROPE,285.0
Jana Nečasová,czechia,10.9,1238159043.0,Stub,EASTERN EUROPE,285.0
Joseph Nekl,czechia,10.9,1218312060.0,Stub,EASTERN EUROPE,285.0
Jiří Oberfalzer,czechia,10.9,1209099891.0,Start,EASTERN EUROPE,285.0
Roman Onderka,czechia,10.9,1185739645.0,Stub,EASTERN EUROPE,285.0
Vladimír Oplt,czechia,10.9,1193837597.0,Stub,EASTERN EUROPE,285.0
Mojmír Povolný,czechia,10.9,1191275971.0,GA,EASTERN EUROPE,285.0
Vladimír Príkazský,czechia,10.9,1130269382.0,Start,EASTERN EUROPE,285.0
Ondřej Přikryl,czechia,10.9,1225554044.0,,EASTERN EUROPE,285.0
Jozef Regec,czechia,10.9,1215884348.0,Stub,EASTERN EUROPE,285.0
František Reichel,czechia,10.9,1174354877.0,Stub,EASTERN EUROPE,285.0
Bedřich Reicin,czechia,10.9,1195019933.0,Start,EASTERN EUROPE,285.0
Richard Sacher,czechia,10.9,1240158146.0,Stub,EASTERN EUROPE,285.0
Tomáš Eduard Šilinger,czechia,10.9,1164900220.0,Stub,EASTERN EUROPE,285.0
Karel Sladkovský,czechia,10.9,1217162203.0,Start,EASTERN EUROPE,285.0
Karel Štogl,czechia,10.9,1139514275.0,Start,EASTERN EUROPE,285.0
Matěj Stropnický,czechia,10.9,1247626057.0,Stub,EASTERN EUROPE,285.0
Jiří Svoboda (director),czechia,10.9,1250870275.0,Start,EASTERN EUROPE,285.0
Miroslav Tetter,czechia,10.9,1208274112.0,Start,EASTERN EUROPE,285.0
"Leopold, Count von Thun und Hohenstein",czechia,10.9,1215186791.0,C,EASTERN EUROPE,285.0
Tomáš Vandas,czechia,10.9,1243347736.0,Start,EASTERN EUROPE,285.0
Jiří Ventruba,czechia,10.9,1179850177.0,Stub,EASTERN EUROPE,285.0
Jan Vrba (politician),czechia,10.9,1149096884.0,Stub,EASTERN EUROPE,285.0
Stanislav Žalud,czechia,10.9,1186170185.0,Stub,EASTERN EUROPE,285.0
Moussa Ali Abdoulkader,djibouti,1.1,1237461240.0,Stub,EASTERN AFRICA,483.0
Djama Ali Moussa,djibouti,1.1,1242429887.0,Stub,EASTERN AFRICA,483.0
Choukri Djibah,djibouti,1.1,1210382017.0,Start,EASTERN AFRICA,483.0
Omar Farah Iltireh,djibouti,1.1,1188245774.0,Start,EASTERN AFRICA,483.0
Daher Ahmed Farah,djibouti,1.1,1227261426.0,Start,EASTERN AFRICA,483.0
Ahmed Goumane-Roble,djibouti,1.1,1249145342.0,Stub,EASTERN AFRICA,483.0
Halo Mohamed Ibrahim,djibouti,1.1,1242619858.0,Stub,EASTERN AFRICA,483.0
Barkat Gourad Hamadou,djibouti,1.1,1245230730.0,C,EASTERN AFRICA,483.0
Mahmoud Harbi,djibouti,1.1,1244367159.0,C,EASTERN AFRICA,483.0
Abdallah Barkat Ibrahim,djibouti,1.1,1242619513.0,Stub,EASTERN AFRICA,483.0
Mohamed Kamil,djibouti,1.1,1227261336.0,Stub,EASTERN AFRICA,483.0
Mahamoud Moustapha Daher,djibouti,1.1,1242620013.0,Stub,EASTERN AFRICA,483.0
Ahmed-Idriss Moussa,djibouti,1.1,1227261395.0,Stub,EASTERN AFRICA,483.0
Omar Osman Rabe,djibouti,1.1,1192322872.0,Start,EASTERN AFRICA,483.0
Mohamed Warsama Ragueh,djibouti,1.1,1180804922.0,Stub,EASTERN AFRICA,483.0
President of the Dominican Republic,dominican republic,11.3,1246219040.0,C,CARIBBEAN,44.0
Johnny Abbes,dominican republic,11.3,1237096837.0,Start,CARIBBEAN,44.0
José Rafael Abinader,dominican republic,11.3,1246218847.0,Start,CARIBBEAN,44.0
Yamil Abreu Navarro,dominican republic,11.3,1186292250.0,Stub,CARIBBEAN,44.0
Roberto Álvarez Gil,dominican republic,11.3,1243351560.0,Stub,CARIBBEAN,44.0
Casimiro Antonio Marte Familia,dominican republic,11.3,1246218553.0,C,CARIBBEAN,44.0
Ramón Marrero Aristy,dominican republic,11.3,1196178615.0,C,CARIBBEAN,44.0
José María Cabral y Báez,dominican republic,11.3,1246218215.0,Start,CARIBBEAN,44.0
José María Caminero,dominican republic,11.3,1249249650.0,C,CARIBBEAN,44.0
Miguel Cocco,dominican republic,11.3,1225782262.0,Stub,CARIBBEAN,44.0
Ramón Tapia Espinal,dominican republic,11.3,1146487630.0,Start,CARIBBEAN,44.0
Viriato Fiallo,dominican republic,11.3,1212880453.0,Start,CARIBBEAN,44.0
Franklin Franco,dominican republic,11.3,1145626271.0,Start,CARIBBEAN,44.0
José Gabriel García,dominican republic,11.3,1239572304.0,C,CARIBBEAN,44.0
Rosa Gómez de Mejía,dominican republic,11.3,1246218785.0,Start,CARIBBEAN,44.0
Maximiliano Gómez,dominican republic,11.3,1130694664.0,Stub,CARIBBEAN,44.0
Juan Isidro Jimenes Grullón,dominican republic,11.3,1244792376.0,Start,CARIBBEAN,44.0
Isabel Mayer,dominican republic,11.3,1246218881.0,Start,CARIBBEAN,44.0
Valentin Medrano Pérez,dominican republic,11.3,1243880685.0,Start,CARIBBEAN,44.0
Miguel Mejía (politician),dominican republic,11.3,957199596.0,Stub,CARIBBEAN,44.0
Matías Ramón Mella,dominican republic,11.3,1246218102.0,FA,CARIBBEAN,44.0
Guillermo Moreno García,dominican republic,11.3,1203520512.0,C,CARIBBEAN,44.0
Juan Vicente Moscoso,dominican republic,11.3,1245769154.0,Start,CARIBBEAN,44.0
José Ignacio Paliza,dominican republic,11.3,1246218251.0,Start,CARIBBEAN,44.0
Porfirio Andrés Bautista García,dominican republic,11.3,1246218772.0,C,CARIBBEAN,44.0
Emilio Prud'Homme,dominican republic,11.3,1211467310.0,C,CARIBBEAN,44.0
Ramón Antonio Ramírez,dominican republic,11.3,1223123873.0,Start,CARIBBEAN,44.0
Roberto Salcedo Sr.,dominican republic,11.3,993659584.0,Stub,CARIBBEAN,44.0
Juan Sánchez Ramírez,dominican republic,11.3,1247189451.0,B,CARIBBEAN,44.0
Francisco del Rosario Sánchez,dominican republic,11.3,1246219145.0,FA,CARIBBEAN,44.0
Julián Serulle,dominican republic,11.3,1225691930.0,Start,CARIBBEAN,44.0
Josefina Stubbs,dominican republic,11.3,1088363736.0,Start,CARIBBEAN,44.0
Tomás Pimentel,dominican republic,11.3,,,CARIBBEAN,44.0
Jack Veneno,dominican republic,11.3,1246218392.0,C,CARIBBEAN,44.0
Geovanny Vicente,dominican republic,11.3,1242935342.0,C,CARIBBEAN,44.0
Abelardo Vicioso,dominican republic,11.3,1217485696.0,C,CARIBBEAN,44.0
Elías Wessin y Wessin,dominican republic,11.3,1247954393.0,Start,CARIBBEAN,44.0
Jorge Radhamés Zorrilla Ozuna,dominican republic,11.3,1196364434.0,C,CARIBBEAN,44.0
Aliança de Araújo,timor leste,1.4,1200126483.0,Start,SOUTHEAST ASIA,682.0
Manuel Carrascalão,timor leste,1.4,1209003568.0,Start,SOUTHEAST ASIA,682.0
Brigida Antónia Correia,timor leste,1.4,1215933839.0,Start,SOUTHEAST ASIA,682.0
Isabel da Costa Ferreira,timor leste,1.4,1246452294.0,C,SOUTHEAST ASIA,682.0
Albina Marçal Freitas,timor leste,1.4,1112274488.0,Start,SOUTHEAST ASIA,682.0
Ángela Freitas,timor leste,1.4,1146093179.0,Start,SOUTHEAST ASIA,682.0
Justino Mota,timor leste,1.4,1244598725.0,Start,SOUTHEAST ASIA,682.0
Olinda Morais,timor leste,1.4,1009671491.0,Start,SOUTHEAST ASIA,682.0
Manuel Magalhaes de Oliveira,timor leste,1.4,1195585917.0,Stub,SOUTHEAST ASIA,682.0
Alfredo Pires,timor leste,1.4,1242893918.0,Start,SOUTHEAST ASIA,682.0
Nino Konis Santana,timor leste,1.4,1226226208.0,Stub,SOUTHEAST ASIA,682.0
José Abílio Osório Soares,timor leste,1.4,1244452248.0,Start,SOUTHEAST ASIA,682.0
João da Costa Tavares,timor leste,1.4,1171957107.0,C,SOUTHEAST ASIA,682.0
Mário Viegas Carrascalão,timor leste,1.4,1245418200.0,B,SOUTHEAST ASIA,682.0
Maria Terezinha Viegas,timor leste,1.4,1235479870.0,Start,SOUTHEAST ASIA,682.0
Luzmila Abad,ecuador,17.1,1244503818.0,Start,SOUTH AMERICA,426.0
Julio Martinez Acosta,ecuador,17.1,1197437642.0,Stub,SOUTH AMERICA,426.0
Carlos Arizaga Toral,ecuador,17.1,1209006227.0,Stub,SOUTH AMERICA,426.0
Aurora Estrada y Ayala,ecuador,17.1,1216930716.0,Start,SOUTH AMERICA,426.0
Fernando Balda,ecuador,17.1,1228185867.0,Start,SOUTH AMERICA,426.0
María Sol Corral,ecuador,17.1,1244050054.0,Start,SOUTH AMERICA,426.0
Jaime Durán Barba,ecuador,17.1,1247684886.0,C,SOUTH AMERICA,426.0
Xavier Enderica,ecuador,17.1,1231714844.0,Start,SOUTH AMERICA,426.0
Isabel Enriquez,ecuador,17.1,1244754119.0,Start,SOUTH AMERICA,426.0
Ibeth Estupiñán,ecuador,17.1,1197438913.0,Start,SOUTH AMERICA,426.0
Guillermo Franco (Ecuadorian general),ecuador,17.1,1217991983.0,Start,SOUTH AMERICA,426.0
Galo Lara,ecuador,17.1,1227282963.0,Start,SOUTH AMERICA,426.0
Andrea González Náder,ecuador,17.1,1237644052.0,Start,SOUTH AMERICA,426.0
Pablo Guerrero Martinez,ecuador,17.1,1197438720.0,Start,SOUTH AMERICA,426.0
Agustín Intriago,ecuador,17.1,1246861962.0,C,SOUTH AMERICA,426.0
Jaminton Intriago,ecuador,17.1,1248108232.0,Start,SOUTH AMERICA,426.0
Roberto Izurieta,ecuador,17.1,1247633454.0,C,SOUTH AMERICA,426.0
Marcel Jacobo Laniado de Wind,ecuador,17.1,1244463510.0,C,SOUTH AMERICA,426.0
Luis A. Martínez,ecuador,17.1,1230753198.0,Start,SOUTH AMERICA,426.0
Pedro Moncayo,ecuador,17.1,1220668792.0,Stub,SOUTH AMERICA,426.0
Mayra Montaño,ecuador,17.1,1231714830.0,Start,SOUTH AMERICA,426.0
Fabrizio Moreira,ecuador,17.1,1216179522.0,C,SOUTH AMERICA,426.0
Diego Morejón,ecuador,17.1,1203541349.0,Stub,SOUTH AMERICA,426.0
Catalina Ontaneda,ecuador,17.1,1235477428.0,Start,SOUTH AMERICA,426.0
Johanna Ortiz,ecuador,17.1,1197439260.0,Start,SOUTH AMERICA,426.0
Mónica Palencia,ecuador,17.1,1246133526.0,Start,SOUTH AMERICA,426.0
Ismael Pérez Pazmiño,ecuador,17.1,1246458509.0,Stub,SOUTH AMERICA,426.0
Filoteo Samaniego,ecuador,17.1,1228185877.0,Start,SOUTH AMERICA,426.0
Gabriela Sommerfeld,ecuador,17.1,1225405935.0,Start,SOUTH AMERICA,426.0
Arianna Tanca,ecuador,17.1,1225861640.0,Start,SOUTH AMERICA,426.0
Alfredo Vera Vera,ecuador,17.1,1225834159.0,Stub,SOUTH AMERICA,426.0
Paola Vintimilla,ecuador,17.1,1215715521.0,Start,SOUTH AMERICA,426.0
Mariana Yumbay,ecuador,17.1,1244174358.0,Start,SOUTH AMERICA,426.0
Ahmad Pasha al-Munkali,egypt,105.2,1216528648.0,Start,NORTHERN AFRICA,256.0
Ahmed Issa (Egyptian politician),egypt,105.2,1212669631.0,Start,NORTHERN AFRICA,256.0
Hamdi al-Sayyid,egypt,105.2,1214462628.0,Stub,NORTHERN AFRICA,256.0
Mohsen Badawi,egypt,105.2,1226333719.0,Start,NORTHERN AFRICA,256.0
Abdelfattah al-Banna,egypt,105.2,1221423218.0,Stub,NORTHERN AFRICA,256.0
Joseph Cattaui,egypt,105.2,1250093996.0,C,NORTHERN AFRICA,256.0
Khaled Dawoud,egypt,105.2,1238466466.0,Start,NORTHERN AFRICA,256.0
Nabil Dibis,egypt,105.2,1169476396.0,Stub,NORTHERN AFRICA,256.0
Ahmed Emad El-Din Radi,egypt,105.2,1190632866.0,Stub,NORTHERN AFRICA,256.0
Sameh Seif El-Yazal,egypt,105.2,1179919329.0,Start,NORTHERN AFRICA,256.0
Ibrahim El-Gohary,egypt,105.2,1221932048.0,Start,NORTHERN AFRICA,256.0
Mamdouh Habib,egypt,105.2,1245969900.0,B,NORTHERN AFRICA,256.0
Rafik Habib,egypt,105.2,1112390859.0,Start,NORTHERN AFRICA,256.0
Hisham Amna,egypt,105.2,1161616362.0,Stub,NORTHERN AFRICA,256.0
Mohamed Ismail,egypt,105.2,1214429734.0,Stub,NORTHERN AFRICA,256.0
Khaled Aly el-Bakly,egypt,105.2,1221811539.0,Stub,NORTHERN AFRICA,256.0
Mostafa Madbouly,egypt,105.2,1248662813.0,GA,NORTHERN AFRICA,256.0
Mahmoud Ahmad Ibiary,egypt,105.2,1183781331.0,Start,NORTHERN AFRICA,256.0
Mahmoud Esmat,egypt,105.2,1164899761.0,Stub,NORTHERN AFRICA,256.0
Mona Makram-Ebeid,egypt,105.2,1184351418.0,Start,NORTHERN AFRICA,256.0
Gawdat al-Malt,egypt,105.2,1197821084.0,Start,NORTHERN AFRICA,256.0
Ahmad Mazlum,egypt,105.2,1204273685.0,Start,NORTHERN AFRICA,256.0
George Messiha,egypt,105.2,1065964569.0,Stub,NORTHERN AFRICA,256.0
Mohamed Maait,egypt,105.2,1232708705.0,Start,NORTHERN AFRICA,256.0
Mostafa Alnagar,egypt,105.2,1232632742.0,C,NORTHERN AFRICA,256.0
Omar Marwan,egypt,105.2,1232585318.0,Start,NORTHERN AFRICA,256.0
Qatawi family,egypt,105.2,1231696068.0,C,NORTHERN AFRICA,256.0
Diaa Rashwan,egypt,105.2,1236697683.0,Start,NORTHERN AFRICA,256.0
Talaat Sadat,egypt,105.2,1203826601.0,Start,NORTHERN AFRICA,256.0
Soares family,egypt,105.2,1249966412.0,C,NORTHERN AFRICA,256.0
Soha Gendi,egypt,105.2,1221811571.0,Stub,NORTHERN AFRICA,256.0
Youssef Zulficar Pasha,egypt,105.2,1241283836.0,C,NORTHERN AFRICA,256.0
Abdullah Omran Taryam,united arab emirates,9.5,1198632236.0,Start,WESTERN ASIA,299.0
Ahmed bin Mohammed Al Maktoum,united arab emirates,9.5,1233798238.0,Start,WESTERN ASIA,299.0
Mohamed bin Hadi Al Hussaini,united arab emirates,9.5,1244074611.0,C,WESTERN ASIA,299.0
Hassan al Diqqi,united arab emirates,9.5,1197455262.0,C,WESTERN ASIA,299.0
Ahmed bin Rashid Al Maktoum,united arab emirates,9.5,1233797941.0,Start,WESTERN ASIA,299.0
Ahmed bin Saeed Al Maktoum,united arab emirates,9.5,1248018288.0,C,WESTERN ASIA,299.0
